cod_mun,municipio,ccaa,provincia,d_previo,pob,d_actual,variacion
18161,Polícar,Andalucía,Granada,81.22,262,88.7,7.480000000000004
18162,Polopos,Andalucía,Granada,72.25,1630,80.57,8.319999999999993
18163,Pórtugos,Andalucía,Granada,66.24,397,79.69,13.450000000000003
18164,Puebla de Don Fadrique,Andalucía,Granada,63.41,2197,68.92,5.510000000000005
18165,Pulianas,Andalucía,Granada,67.29,5495,57.29,-10.000000000000007
18167,Purullena,Andalucía,Granada,67.59,2329,66.41,-1.1800000000000068
18168,Quéntar,Andalucía,Granada,72.29,972,76.05,3.759999999999991
18170,Rubite,Andalucía,Granada,66.88,403,75.66,8.780000000000001
18171,Salar,Andalucía,Granada,72.5,2612,80.35,7.849999999999994
18173,Salobreña,Andalucía,Granada,66.21,12477,63.36,-2.8499999999999943
18174,Santa Cruz del Comercio,Andalucía,Granada,74.48,539,75.16,0.6799999999999926
18175,Santa Fe,Andalucía,Granada,68.68,15042,64.09,-4.590000000000003
18176,Soportújar,Andalucía,Granada,67.77,265,72,4.230000000000004
18177,Sorvilán,Andalucía,Granada,62.67,535,76.43,13.760000000000005
18178,Torre-Cardela,Andalucía,Granada,71.39,709,86.83,15.439999999999998
18179,Torvizcón,Andalucía,Granada,63.89,650,74.79,10.900000000000006
18180,Trevélez,Andalucía,Granada,64.47,712,84.26,19.790000000000006
18181,Turón,Andalucía,Granada,69.07,235,73.59,4.52000000000001
18182,Ugíjar,Andalucía,Granada,63.45,2555,79,15.549999999999997
18183,Válor,Andalucía,Granada,61,678,73.84,12.840000000000003
18184,Vélez de Benaudalla,Andalucía,Granada,70.31,2960,77.04,6.730000000000004
18185,Ventas de Huelma,Andalucía,Granada,79.63,641,73.91,-5.719999999999999
18187,Villanueva de las Torres,Andalucía,Granada,68.63,536,85.62,16.99000000000001
18188,Villanueva Mesía,Andalucía,Granada,74.36,2031,75.47,1.1099999999999994
18189,Víznar,Andalucía,Granada,76.18,987,71.17,-5.010000000000005
18192,Zafarraya,Andalucía,Granada,76.95,2123,77.47,0.519999999999996
18193,La Zubia,Andalucía,Granada,68.98,19593,55.39,-13.590000000000003
18194,Zújar,Andalucía,Granada,67.37,2501,74.33,6.959999999999994
18901,La Taha,Andalucía,Granada,66.05,727,73.72,7.670000000000002
18902,El Valle,Andalucía,Granada,78.32,917,84.85,6.530000000000001
18903,Nevada,Andalucía,Granada,63.85,1086,75.31,11.46
18904,Alpujarra de la Sierra,Andalucía,Granada,67.48,922,75.92,8.439999999999998
18905,Las Gabias,Andalucía,Granada,66.33,22312,54.88,-11.449999999999996
18906,Los Guájares,Andalucía,Granada,70.99,1100,80.22,9.230000000000004
18907,Valle del Zalabí,Andalucía,Granada,77.07,2087,81.33,4.260000000000005
18908,Villamena,Andalucía,Granada,71.26,954,81.98,10.719999999999999
18909,Morelábor,Andalucía,Granada,78.4,582,75.98,-2.4200000000000017
18910,El Pinar,Andalucía,Granada,61.83,896,68.31,6.480000000000004
18911,Vegas del Genil,Andalucía,Granada,68.88,11874,58.82,-10.059999999999995
18912,Cuevas del Campo,Andalucía,Granada,68.49,1767,76.84,8.350000000000009
18913,Zagra,Andalucía,Granada,68.74,931,78.7,9.960000000000008
18914,Valderrubio,Andalucía,Granada,75.6,2045,79.71,4.109999999999999
18915,Domingo Pérez de Granada,Andalucía,Granada,65.29,849,63.3,-1.990000000000009
18916,Torrenueva Costa,Andalucía,Granada,60.22,3038,66.29,6.070000000000007
21001,Alájar,Andalucía,Huelva,69.4,802,75.41,6.009999999999991
21002,Aljaraque,Andalucía,Huelva,70.32,22078,54.31,-16.00999999999999
21003,El Almendro,Andalucía,Huelva,69.59,848,68,-1.5900000000000034
21004,Almonaster la Real,Andalucía,Huelva,62.67,1785,70.03,7.359999999999999
21005,Almonte,Andalucía,Huelva,60.31,25448,58.79,-1.5200000000000031
21006,Alosno,Andalucía,Huelva,66.15,3940,76.65,10.5
21007,Aracena,Andalucía,Huelva,66.91,8240,62.85,-4.059999999999995
21008,Aroche,Andalucía,Huelva,63.86,3024,76.25,12.39
21009,Arroyomolinos de León,Andalucía,Huelva,63.19,951,80.16,16.97
21010,Ayamonte,Andalucía,Huelva,58.7,21725,61.11,2.4099999999999966
21011,Beas,Andalucía,Huelva,67.74,4465,70.97,3.230000000000004
21012,Berrocal,Andalucía,Huelva,78.6,302,82.41,3.8100000000000023
21013,Bollullos Par del Condado,Andalucía,Huelva,65.78,14293,67.07,1.289999999999992
21014,Bonares,Andalucía,Huelva,75.97,6093,74.58,-1.3900000000000006
21015,Cabezas Rubias,Andalucía,Huelva,55.97,705,69.98,14.010000000000005
21016,Cala,Andalucía,Huelva,71.37,1155,73.24,1.8699999999999903
21017,Calañas,Andalucía,Huelva,63.81,2734,74.85,11.039999999999992
21018,El Campillo,Andalucía,Huelva,60.97,2018,68.29,7.320000000000007
21019,Campofrío,Andalucía,Huelva,67.06,742,75.08,8.019999999999996
21020,Cañaveral de León,Andalucía,Huelva,65.9,393,82.59,16.689999999999998
21021,Cartaya,Andalucía,Huelva,62.3,20717,59.01,-3.289999999999999
21022,Castaño del Robledo,Andalucía,Huelva,64.71,227,79.36,14.650000000000006
21023,El Cerro de Andévalo,Andalucía,Huelva,59.76,2286,68.76,9.000000000000007
21024,Corteconcepción,Andalucía,Huelva,70.69,561,83.22,12.530000000000001
21025,Cortegana,Andalucía,Huelva,64.05,4636,68.2,4.150000000000006
21026,Cortelazor,Andalucía,Huelva,65.65,302,78.7,13.049999999999997
21027,Cumbres de Enmedio,Andalucía,Huelva,65.31,59,87.71,22.39999999999999
21028,Cumbres de San Bartolomé,Andalucía,Huelva,71.62,377,87.67,16.049999999999997
21029,Cumbres Mayores,Andalucía,Huelva,68.43,1737,81.42,12.989999999999995
21030,Chucena,Andalucía,Huelva,79.12,2229,79.79,0.6700000000000017
21031,Encinasola,Andalucía,Huelva,66.3,1275,77.44,11.14
21032,Escacena del Campo,Andalucía,Huelva,73.18,2288,71.31,-1.8700000000000045
21033,Fuenteheridos,Andalucía,Huelva,72.06,778,72.76,0.7000000000000028
21034,Galaroza,Andalucía,Huelva,66.49,1373,76.74,10.25
21035,Gibraleón,Andalucía,Huelva,62.6,12930,63.15,0.5499999999999972
21036,La Granada de Riotinto,Andalucía,Huelva,62.75,254,66.16,3.4099999999999966
21037,El Granado,Andalucía,Huelva,69.26,507,79.9,10.64
21038,Higuera de la Sierra,Andalucía,Huelva,63.59,1320,80.55,16.959999999999994
21039,Hinojales,Andalucía,Huelva,69.64,335,70.27,0.6299999999999955
21040,Hinojos,Andalucía,Huelva,69.5,3951,73.25,3.75
21041,Huelva,Andalucía,Huelva,64.82,141854,54.4,-10.419999999999995
21042,Isla Cristina,Andalucía,Huelva,51.97,21523,55.03,3.0600000000000023
21043,Jabugo,Andalucía,Huelva,73.07,2243,78.91,5.840000000000003
21044,Lepe,Andalucía,Huelva,61.85,28617,62.73,0.8799999999999955
21045,Linares de la Sierra,Andalucía,Huelva,76.62,276,79.03,2.4099999999999966
21046,Lucena del Puerto,Andalucía,Huelva,70.1,3213,78.16,8.060000000000002
21047,Manzanilla,Andalucía,Huelva,60.92,2119,85.22,24.299999999999997
21048,Los Marines,Andalucía,Huelva,73.58,410,79.52,5.939999999999998
21049,Minas de Riotinto,Andalucía,Huelva,62.17,3738,61.41,-0.7600000000000051
21050,Moguer,Andalucía,Huelva,67.81,22643,63.74,-4.07
21051,La Nava,Andalucía,Huelva,77.03,247,81.19,4.159999999999997
21052,Nerva,Andalucía,Huelva,61.05,5100,70.03,8.980000000000004
21053,Niebla,Andalucía,Huelva,65.37,4196,79.2,13.829999999999998
21054,La Palma del Condado,Andalucía,Huelva,73.57,10770,73.77,0.20000000000000284
21055,Palos de la Frontera,Andalucía,Huelva,73.64,12483,71.91,-1.730000000000004
21056,Paterna del Campo,Andalucía,Huelva,73.71,3478,63.39,-10.319999999999993
21057,Paymogo,Andalucía,Huelva,60.3,1124,79.46,19.159999999999997
21058,Puebla de Guzmán,Andalucía,Huelva,70.35,3092,75.98,5.63000000000001
21059,Puerto Moral,Andalucía,Huelva,76.47,281,74.24,-2.230000000000004
21060,Punta Umbría,Andalucía,Huelva,63.16,16167,64.74,1.5799999999999983
21061,Rociana del Condado,Andalucía,Huelva,65.41,7866,68.51,3.1000000000000085
21062,Rosal de la Frontera,Andalucía,Huelva,60.51,1698,77.73,17.220000000000006
21063,San Bartolomé de la Torre,Andalucía,Huelva,74.61,3906,75.91,1.2999999999999972
21064,San Juan del Puerto,Andalucía,Huelva,67.47,9532,66.36,-1.1099999999999994
21065,Sanlúcar de Guadiana,Andalucía,Huelva,68.73,402,77.1,8.36999999999999
21066,San Silvestre de Guzmán,Andalucía,Huelva,80.41,659,80.79,0.38000000000000966
21067,Santa Ana la Real,Andalucía,Huelva,67.49,473,58,-9.489999999999995
21068,Santa Bárbara de Casa,Andalucía,Huelva,57.76,1075,66.16,8.399999999999999
21069,Santa Olalla del Cala,Andalucía,Huelva,63.83,2028,83.56,19.730000000000004
21070,Trigueros,Andalucía,Huelva,67.24,7926,66.64,-0.5999999999999943
21071,Valdelarco,Andalucía,Huelva,71.84,239,91.17,19.33
21072,Valverde del Camino,Andalucía,Huelva,72.06,12721,72.29,0.23000000000000398
21073,Villablanca,Andalucía,Huelva,56.41,2945,71.88,15.469999999999999
21074,Villalba del Alcor,Andalucía,Huelva,66.74,3316,61.06,-5.679999999999993
21075,Villanueva de las Cruces,Andalucía,Huelva,71.89,377,89.84,17.950000000000003
21076,Villanueva de los Castillejos,Andalucía,Huelva,67.77,2923,70.6,2.8299999999999983
21077,Villarrasa,Andalucía,Huelva,72.8,2190,86.14,13.340000000000003
21078,Zalamea la Real,Andalucía,Huelva,65.05,3026,67.86,2.8100000000000023
21079,Zufre,Andalucía,Huelva,63.13,774,80.4,17.270000000000003
21902,La Zarza-Perrunal,Andalucía,Huelva,65.49,1230,77.8,12.310000000000002
23001,Albanchez de Mágina,Andalucía,Jaén,79.28,993,87.51,8.230000000000004
23002,Alcalá la Real,Andalucía,Jaén,73.66,21556,71.42,-2.239999999999995
23003,Alcaudete,Andalucía,Jaén,72.88,10347,73.19,0.3100000000000023
23004,Aldeaquemada,Andalucía,Jaén,78.87,463,88.59,9.719999999999999
23005,Andújar,Andalucía,Jaén,68.83,36030,60.45,-8.379999999999995
23006,Arjona,Andalucía,Jaén,77.17,5397,75.74,-1.4300000000000068
23007,Arjonilla,Andalucía,Jaén,74.69,3535,78.35,3.6599999999999966
23008,Arquillos,Andalucía,Jaén,73.28,1698,79.13,5.849999999999994
23009,Baeza,Andalucía,Jaén,75.66,15773,73.79,-1.8699999999999903
23010,Bailén,Andalucía,Jaén,68.71,17377,64.05,-4.659999999999997
23011,Baños de la Encina,Andalucía,Jaén,71.84,2594,79.69,7.849999999999994
23012,Beas de Segura,Andalucía,Jaén,68.08,5112,72.89,4.810000000000002
23014,Begíjar,Andalucía,Jaén,74.56,3008,84.96,10.399999999999991
23015,Bélmez de la Moraleda,Andalucía,Jaén,74.39,1519,86.5,12.11
23016,Benatae,Andalucía,Jaén,81.09,448,90.47,9.379999999999995
23017,Cabra del Santo Cristo,Andalucía,Jaén,76.97,1745,81.63,4.659999999999997
23018,Cambil,Andalucía,Jaén,71.6,2642,78.87,7.27000000000001
23019,Campillo de Arenas,Andalucía,Jaén,76.19,1705,81.07,4.8799999999999955
23020,Canena,Andalucía,Jaén,83.64,1802,85.98,2.3400000000000034
23021,Carboneros,Andalucía,Jaén,79.3,593,83.33,4.030000000000001
23024,La Carolina,Andalucía,Jaén,71.24,14960,76.96,5.719999999999999
23025,Castellar,Andalucía,Jaén,69.5,3209,76.85,7.349999999999994
23026,Castillo de Locubín,Andalucía,Jaén,70.82,3960,75.81,4.990000000000009
23027,Cazalilla,Andalucía,Jaén,76.93,745,79.56,2.6299999999999955
23028,Cazorla,Andalucía,Jaén,71.59,7183,67.92,-3.6700000000000017
23029,Chiclana de Segura,Andalucía,Jaén,74.56,902,85.48,10.920000000000002
23030,Chilluévar,Andalucía,Jaén,82.68,1397,84.94,2.259999999999991
23031,Escañuela,Andalucía,Jaén,86.39,932,82.54,-3.8499999999999943
23032,Espeluy,Andalucía,Jaén,80.72,606,86.4,5.680000000000007
23033,Frailes,Andalucía,Jaén,76.08,1565,79.42,3.3400000000000034
23034,Fuensanta de Martos,Andalucía,Jaén,77.54,3023,82.82,5.279999999999987
23035,Fuerte del Rey,Andalucía,Jaén,78.94,1309,85.54,6.6000000000000085
23037,Génave,Andalucía,Jaén,77.8,573,84.36,6.560000000000002
23038,La Guardia de Jaén,Andalucía,Jaén,77.5,5151,70.87,-6.6299999999999955
23039,Guarromán,Andalucía,Jaén,69.22,2748,76.31,7.090000000000003
23040,Lahiguera,Andalucía,Jaén,81.71,1638,86.87,5.160000000000011
23041,Higuera de Calatrava,Andalucía,Jaén,77.3,609,91.33,14.030000000000001
23042,Hinojares,Andalucía,Jaén,75,335,96.36,21.36
23043,Hornos,Andalucía,Jaén,69.63,589,86.59,16.960000000000008
23044,Huelma,Andalucía,Jaén,74.41,5615,82.28,7.8700000000000045
23045,Huesa,Andalucía,Jaén,69.28,2445,67.95,-1.3299999999999983
23046,Ibros,Andalucía,Jaén,80.55,2787,84.47,3.9200000000000017
23047,La Iruela,Andalucía,Jaén,77.21,1910,78.97,1.7600000000000051
23048,Iznatoraf,Andalucía,Jaén,74.05,905,86.32,12.269999999999996
23049,Jabalquinto,Andalucía,Jaén,69.83,1968,80.28,10.450000000000003
23050,Jaén,Andalucía,Jaén,71.98,111669,63.18,-8.800000000000004
23051,Jamilena,Andalucía,Jaén,75.51,3314,84.63,9.11999999999999
23052,Jimena,Andalucía,Jaén,84.1,1253,89.59,5.490000000000009
23053,Jódar,Andalucía,Jaén,63.89,11533,67.14,3.25
23054,Larva,Andalucía,Jaén,74.67,459,89.67,15
23055,Linares,Andalucía,Jaén,66.83,55729,57.52,-9.309999999999995
23056,Lopera,Andalucía,Jaén,74.67,3616,77.72,3.049999999999997
23057,Lupión,Andalucía,Jaén,80.06,830,90.88,10.819999999999993
23058,Mancha Real,Andalucía,Jaén,73.91,11350,71.67,-2.239999999999995
23059,Marmolejo,Andalucía,Jaén,74.01,6660,76.56,2.549999999999997
23060,Martos,Andalucía,Jaén,71.2,24329,64.7,-6.5
23061,Mengíbar,Andalucía,Jaén,69.47,9965,65.38,-4.090000000000003
23062,Montizón,Andalucía,Jaén,77.59,1606,88.82,11.22999999999999
23063,Navas de San Juan,Andalucía,Jaén,71.33,4465,75.37,4.040000000000006
23064,Noalejo,Andalucía,Jaén,78.55,1856,88.49,9.939999999999998
23065,Orcera,Andalucía,Jaén,69.8,1752,79.37,9.570000000000007
23066,Peal de Becerro,Andalucía,Jaén,82.29,5345,86.37,4.079999999999998
23067,Pegalajar,Andalucía,Jaén,73.39,2823,75.42,2.030000000000001
23069,Porcuna,Andalucía,Jaén,79.26,6080,84.04,4.780000000000001
23070,Pozo Alcón,Andalucía,Jaén,62.52,4633,70.03,7.509999999999998
23071,Puente de Génave,Andalucía,Jaén,75,2175,83.44,8.439999999999998
23072,La Puerta de Segura,Andalucía,Jaén,73.92,2245,85.02,11.099999999999994
23073,Quesada,Andalucía,Jaén,73.66,5106,76.8,3.1400000000000006
23074,Rus,Andalucía,Jaén,76.11,3465,82.11,6
23075,Sabiote,Andalucía,Jaén,78,3863,78.17,0.1700000000000017
23076,Santa Elena,Andalucía,Jaén,78.29,883,86.96,8.669999999999987
23077,Santiago de Calatrava,Andalucía,Jaén,79.8,655,93.62,13.820000000000007
23079,Santisteban del Puerto,Andalucía,Jaén,73.43,4434,79.46,6.029999999999987
23080,Santo Tomé,Andalucía,Jaén,76.34,2105,79.73,3.3900000000000006
23081,Segura de la Sierra,Andalucía,Jaén,72.56,1729,77.73,5.170000000000002
23082,Siles,Andalucía,Jaén,69.84,2168,81.96,12.11999999999999
23084,Sorihuela del Guadalimar,Andalucía,Jaén,69.51,1053,85.69,16.179999999999993
23085,Torreblascopedro,Andalucía,Jaén,73.1,2460,82.58,9.480000000000004
23086,Torredelcampo,Andalucía,Jaén,69.87,13922,69.07,-0.8000000000000114
23087,Torredonjimeno,Andalucía,Jaén,73.35,13467,67.46,-5.890000000000001
23088,Torreperogil,Andalucía,Jaén,75.27,7130,70.17,-5.099999999999994
23090,Torres,Andalucía,Jaén,79.15,1360,84.04,4.890000000000001
23091,Torres de Albánchez,Andalucía,Jaén,76.44,758,91.47,15.030000000000001
23092,Úbeda,Andalucía,Jaén,71.25,34062,61.34,-9.909999999999997
23093,Valdepeñas de Jaén,Andalucía,Jaén,72.59,3597,69.53,-3.0600000000000023
23094,Vilches,Andalucía,Jaén,78.1,4317,79.25,1.1500000000000057
23095,Villacarrillo,Andalucía,Jaén,71.86,10484,73.41,1.5499999999999972
23096,Villanueva de la Reina,Andalucía,Jaén,79.79,3013,79.28,-0.5100000000000051
23097,Villanueva del Arzobispo,Andalucía,Jaén,66.86,7968,64.94,-1.9200000000000017
23098,Villardompardo,Andalucía,Jaén,83.12,935,87.48,4.359999999999999
23099,Los Villares,Andalucía,Jaén,73.03,6120,72.55,-0.480000000000004
23101,Villarrodrigo,Andalucía,Jaén,67.81,375,86.68,18.870000000000005
23901,Cárcheles,Andalucía,Jaén,80.44,1310,89.29,8.850000000000009
23902,Bedmar y Garcíez,Andalucía,Jaén,81.7,2637,84.47,2.769999999999996
23903,Villatorres,Andalucía,Jaén,75.27,4293,79.06,3.7900000000000063
23904,Santiago-Pontones,Andalucía,Jaén,61.6,2777,77.92,16.32
23905,Arroyo del Ojanco,Andalucía,Jaén,72.21,2227,78.23,6.02000000000001
29001,Alameda,Andalucía,Málaga,71.36,5451,72.55,1.1899999999999977
29002,Alcaucín,Andalucía,Málaga,67.98,2487,77.58,9.599999999999994
29003,Alfarnate,Andalucía,Málaga,73.91,1039,81.25,7.340000000000003
29004,Alfarnatejo,Andalucía,Málaga,78.45,364,86.2,7.75
29005,Algarrobo,Andalucía,Málaga,66.83,6625,65.01,-1.8199999999999932
29006,Algatocín,Andalucía,Málaga,67.89,826,82.47,14.579999999999998
29007,Alhaurín de la Torre,Andalucía,Málaga,70.47,42531,56.69,-13.780000000000001
29008,Alhaurín el Grande,Andalucía,Málaga,68.17,26436,59.67,-8.5
29009,Almáchar,Andalucía,Málaga,67.67,1840,79.31,11.64
29010,Almargen,Andalucía,Málaga,77.15,1927,82.63,5.47999999999999
29011,Almogía,Andalucía,Málaga,60.94,3885,71.41,10.469999999999999
29012,Álora,Andalucía,Málaga,68.57,13382,68.92,0.3500000000000085
29013,Alozaina,Andalucía,Málaga,73.84,2089,83.49,9.649999999999991
29014,Alpandeire,Andalucía,Málaga,55.96,266,74.48,18.520000000000003
29015,Antequera,Andalucía,Málaga,68.69,41184,60.32,-8.369999999999997
29016,Árchez,Andalucía,Málaga,77.47,396,88.35,10.879999999999995
29017,Archidona,Andalucía,Málaga,71.44,8024,71.84,0.4000000000000057
29018,Ardales,Andalucía,Málaga,70.73,2520,77.32,6.589999999999989
29019,Arenas,Andalucía,Málaga,70.81,1249,85.66,14.849999999999994
29020,Arriate,Andalucía,Málaga,71.05,4110,75.5,4.450000000000003
29021,Atajate,Andalucía,Málaga,71.61,183,76.92,5.310000000000002
29022,Benadalid,Andalucía,Málaga,77.4,239,74.6,-2.8000000000000114
29023,Benahavís,Andalucía,Málaga,61.85,8763,54.36,-7.490000000000002
29024,Benalauría,Andalucía,Málaga,58.22,434,86.68,28.460000000000008
29025,Benalmádena,Andalucía,Málaga,65.41,73160,52.56,-12.849999999999994
29026,Benamargosa,Andalucía,Málaga,68.85,1519,77.07,8.219999999999999
29027,Benamocarra,Andalucía,Málaga,66.37,3085,83.44,17.069999999999993
29028,Benaoján,Andalucía,Málaga,66.09,1459,82.13,16.039999999999992
29029,Benarrabá,Andalucía,Málaga,66.84,446,88.28,21.439999999999998
29030,El Borge,Andalucía,Málaga,80.26,921,86.31,6.049999999999997
29031,El Burgo,Andalucía,Málaga,65.27,1791,77.55,12.280000000000001
29032,Campillos,Andalucía,Málaga,73.63,8372,67.82,-5.810000000000002
29033,Canillas de Aceituno,Andalucía,Málaga,67.62,1722,77.36,9.739999999999995
29034,Canillas de Albaida,Andalucía,Málaga,72.23,796,77.18,4.950000000000003
29035,Cañete la Real,Andalucía,Málaga,71.31,1584,78.74,7.429999999999993
29036,Carratraca,Andalucía,Málaga,64.01,718,85.82,21.809999999999988
29037,Cartajima,Andalucía,Málaga,72.56,256,91.98,19.42
29038,Cártama,Andalucía,Málaga,64.11,27712,53.51,-10.600000000000001
29039,Casabermeja,Andalucía,Málaga,68.87,3813,72.43,3.5600000000000023
29040,Casarabonela,Andalucía,Málaga,65.18,2524,78.1,12.919999999999987
29041,Casares,Andalucía,Málaga,65.08,7700,62.31,-2.769999999999996
29042,Coín,Andalucía,Málaga,67.14,24309,60.99,-6.149999999999999
29043,Colmenar,Andalucía,Málaga,61.23,3488,70.75,9.520000000000003
29044,Comares,Andalucía,Málaga,63.68,1320,82.94,19.259999999999998
29045,Cómpeta,Andalucía,Málaga,69.21,3814,77.15,7.940000000000012
29046,Cortes de la Frontera,Andalucía,Málaga,69.25,2986,80.39,11.14
29047,Cuevas Bajas,Andalucía,Málaga,79.48,1353,81.4,1.9200000000000017
29048,Cuevas del Becerro,Andalucía,Málaga,77.2,1609,81.12,3.9200000000000017
29049,Cuevas de San Marcos,Andalucía,Málaga,71.59,3632,79.48,7.890000000000001
29050,Cútar,Andalucía,Málaga,58.42,590,73.61,15.189999999999998
29051,Estepona,Andalucía,Málaga,64.56,74493,51.85,-12.71
29052,Faraján,Andalucía,Málaga,60.56,270,80.76,20.200000000000003
29053,Frigiliana,Andalucía,Málaga,65.99,3282,66.79,0.8000000000000114
29054,Fuengirola,Andalucía,Málaga,66.01,83226,52.63,-13.380000000000003
29055,Fuente de Piedra,Andalucía,Málaga,75.32,2787,74.27,-1.0499999999999972
29056,Gaucín,Andalucía,Málaga,67.62,1608,84.58,16.959999999999994
29057,Genalguacil,Andalucía,Málaga,67.27,393,76.36,9.090000000000003
29058,Guaro,Andalucía,Málaga,64.46,2302,68.66,4.200000000000003
