cod_ine,mun,pob,nombre_completo,partido_alcalde,partido_ganador,segundo,gobierna
45076,Hormigos,806,Jose Emilio Perez Rioja,PP,PP,P.S.O.E.,Lista más votada
45077,Huecas,773,José Julio Sánchez Ramos,PSOE,PSOE,PP,Lista más votada
45078,Huerta de Valdecarábanos,1683,Julio Leonardo Galiano Villafuertes,PP,PP,P.S.O.E.,Lista más votada
45080,Illán de Vacas,3,Javier Bollain Renilla,PP,PP,-,Lista más votada
45081,Illescas,30229,José Manuel Tofiño Pérez,PSOE,PSOE,PP,Lista más votada
45079,La Iglesuela del Tiétar,461,Victor Eduardo Elvira Rodríguez,PSOE,PSOE,UCIN,Lista más votada
45082,Lagartera,1331,Sergio Alia Estrada,PP,PP,P.S.O.E.,Lista más votada
45083,Layos,810,Rafael Garcia-Patos Benito,PP,PP,P.S.O.E.,Lista más votada
45084,Lillo,2574,Julián Sánchez Casas,ASHL,ASHL,P.S.O.E.,Lista más votada
45085,Lominchar,2527,Roque Antonio Fernandez Avila,PP,PP,P.S.O.E.,Lista más votada
45086,Lucillos,591,Jesus Gomez Muñoz,PP,PSOE,PP,Otro
45087,Madridejos,10230,Jose Antonio Contreras Nieves,PSOE,PSOE,PP,Lista más votada
45088,Magán,3894,Jose Luis Martinez Garcia,PP,PP,P.S.O.E.,Lista más votada
45089,Malpica de Tajo,1709,Santiago Huertas Bautista,PSOE,Cs,P.S.O.E.,Otro
45090,Manzaneque,376,Francisco Rodriguez Nuñez,PSOE,PSOE,PP,Lista más votada
45091,Maqueda,451,Andrés Congosto Rodríguez,PSOE,PSOE,Cs,Lista más votada
45092,Marjaliza,263,Roman Jesus Jimenez Romeral,PP,PP,P.S.O.E.,Lista más votada
45093,Marrupe,154,Elisa Isabel Hernandez Vazquez,PP,PP,P.S.O.E.,Lista más votada
45094,Mascaraque,413,Enrique Ovilo Muñoz,PSOE,PSOE,PP,Lista más votada
45095,"Mata, La",823,Indalecio Ferrero Martin,PP,PP,P.S.O.E.,Lista más votada
45096,Mazarambroz,1258,Jose Manuel Martin Aparicio,PSOE,PSOE,PP,Lista más votada
45097,Mejorada,1293,José Carlos Sánchez Blázquez,PSOE,PSOE,PP,Lista más votada
45098,Menasalbas,2544,Marina Garcia Diaz-Palacios,PP,PP,ALTERNATIVA MENASALBAS,Lista más votada
45099,Méntrida,5662,Alfonso Arriero Barberán,PSOE,PSOE,PP,Lista más votada
45100,Mesegar de Tajo,206,Jose Luis Arrogante Collado,PSOE,PSOE,PP,Lista más votada
45101,Miguel Esteban,4809,Pedro Casas Jimenez,PP,PP,P.S.O.E.,Lista más votada
45102,Mocejón,5009,Maria Concepcion Cedillo Tardio,PP,PP,P.S.O.E.,Lista más votada
45103,Mohedas de la Jara,399,Pedro Antonio De La Fuente Krauss,PSOE,PSOE,PP,Lista más votada
45104,Montearagón,522,Teodoro Jiménez Pérez,PSOE,PSOE,PP,Lista más votada
45105,Montesclaros,389,José Joaquín Manzanas Muñoz,PSOE,PSOE,PP,Lista más votada
45106,Mora,9781,Emilio Bravo Peña,PP,PP,P.S.O.E.,Lista más votada
45107,Nambroca,4954,Víctor Gregorio Botica García,PSOE,PSOE,PP,Lista más votada
45108,"Nava de Ricomalillo, La",521,Rufino Muñoz García,PSOE,PSOE,PP,Lista más votada
45109,Navahermosa,3600,Maria Del Carmen Sanchez Fernandez,PP,PP,P.S.O.E.,Lista más votada
45110,Navalcán,1925,Jaime David Corregidor Muñoz,PSOE,PSOE,PP,Lista más votada
45111,Navalmoralejo,56,Francisco Javier Pulido Toledano,PSOE,PSOE,-,Lista más votada
45112,"Navalmorales, Los",2202,Antonio Talavera Martín,PSOE,PSOE,PP,Lista más votada
45113,"Navalucillos, Los",2011,Jose Angel Perez Yepes,PP,PP,P.S.O.E.,Lista más votada
45114,Navamorcuende,611,Luis Mariano Valdes-Padron Sanchez,PP,PP,P.S.O.E.,Lista más votada
45115,Noblejas,3721,Agustín Jiménez Crespo,PSOE,PSOE,PP,Lista más votada
45116,Noez,879,José Antonio Ruíz Cerdeño,PSOE,PSOE,PP,Lista más votada
45117,Nombela,877,Carlos Gutierrez Prieto,PSOE,PSOE,PP,Lista más votada
45118,Novés,3179,José Hernández García,PSOE,PSOE,PP,Lista más votada
45119,Numancia de la Sagra,5170,Juan Carlos Sanchez Trujillo,PP,PP,P.S.O.E.,Lista más votada
45120,Nuño Gómez,137,Julián González Sánchez,PSOE,PSOE,PP,Lista más votada
45121,Ocaña,13023,Eduardo Jiménez García,PSOE,PSOE,PP,Lista más votada
45122,Olías del Rey,8225,María Del Rosario Navas Cabezas,PSOE,PP,P.S.O.E.,Otro
45123,Ontígola,4743,María Engracia Sánchez Ruiz,PSOE,PSOE,A.E.I.O,Lista más votada
45124,Orgaz,2625,Tomas Villarrubia Lazaro,PSOE,PSOE,PP,Lista más votada
45125,Oropesa,2626,Juan Antonio Morcillo Reviriego,PSOE,PSOE,PP,Lista más votada
45126,Otero,310,Fernando Pedro Chouciño Rivera,PSOE,PSOE,PP,Lista más votada
45127,Palomeque,1081,Juan De Dios Pérez García,PSOE,PP,P.S.O.E.,Otro
45128,Pantoja,3408,Julian Torrejon Moreno,PP,PP,P.S.O.E.,Lista más votada
45129,Paredes de Escalona,110,Marin Gonzalez Gomez,PSOE,PSOE,-,Lista más votada
45130,Parrillas,325,Julian Lozano Gomez,PP,PP,P.S.O.E.,Lista más votada
45131,Pelahustán,345,Ramón García-Soto Giménez,PSOE,PSOE,PP,Lista más votada
45132,Pepino,3060,Inocencio Gil Resino,PP,PP,P.S.O.E.,Lista más votada
45133,Polán,3908,Pedro Cano Gomez,PP,PP,P.S.O.E.,Lista más votada
45134,Portillo de Toledo,2223,María José Ballesteros Recio,PSOE,PSOE,PP,Lista más votada
45135,"Puebla de Almoradiel, La",5041,Alberto Tostado Cicuendez,IU-PODEMOS,IU-PODEMOS,PP,Lista más votada
45136,"Puebla de Montalbán, La",7841,Ismael Pinel De La Cruz,PSOE,PSOE,PP,Lista más votada
45137,"Pueblanueva, La",2169,Pedro Gomez De La Hera,IU,IU,P.S.O.E.,Lista más votada
45138,"Puente del Arzobispo, El",1190,Clara Isabel Casas Toledano,PP,PP,P.S.O.E.,Lista más votada
45139,Puerto de San Vicente,145,Felicidad Oliva Gómez,PSOE,PSOE,PP,Lista más votada
45140,Pulgar,1484,Rubén Calvo García,PSOE,PSOE,PP,Lista más votada
45141,Quero,977,Jose Ruben Torres Moratalla,PSOE,PSOE,PP,Lista más votada
45142,Quintanar de la Orden,11129,Juan-Carlos Navalon Lopez-Brea,PSOE,PSOE,PP,Lista más votada
45143,Quismondo,1633,Jose Eugenio Del Castillo Fernandez-Pacheco,PP,PP,P.S.O.E.,Lista más votada
45144,"Real de San Vicente, El",956,Jorge Luis Martín Sánchez,PSOE,PSOE,PP,Lista más votada
45145,Recas,4536,Eliseo Ocaña Garcia,PSOE,PP,P.S.O.E.,Otro
45146,Retamoso de la Jara,97,Diana Nancy Cajacuri Cordova,PP,PP,P.S.O.E.,Lista más votada
45147,Rielves,768,Luis Vicente Arellano Garcia Arcicollar,PSOE,PSOE,PP,Lista más votada
45148,Robledo del Mazo,260,Ana Belen Galan Elez,PP,PP,P.S.O.E.,Lista más votada
45149,"Romeral, El",568,Francisca Polan Hijosa,PP,PP,P.S.O.E.,Lista más votada
45150,San Bartolomé de las Abiertas,427,Esteban Benito Blázquez Pascual,PSOE,PSOE,PP,Lista más votada
45151,San Martín de Montalbán,725,Asunción Gema Calderón Roizo,PSOE,PP,P.S.O.E.,Otro
45152,San Martín de Pusa,610,Alberto Lucero Pinto,PSOE,PSOE,PP,Lista más votada
45153,San Pablo de los Montes,1723,María Eva García Azaña,PSOE,PSOE,PP,Lista más votada
45154,San Román de los Montes,1969,Francisco Sánchez Pérez,PSOE,PSOE,PP,Lista más votada
45155,Santa Ana de Pusa,346,Serafín Diego Esteban,PSOE,PSOE,PP,Lista más votada
45156,Santa Cruz de la Zarza,4085,Tomás Lorenzo Martínez,PODEMOS-IU,PODEMOS-IU,PP,Lista más votada
45157,Santa Cruz del Retamar,3554,Angel Martin Montoro,PP,PP,P.S.O.E.,Lista más votada
45158,Santa Olalla,3391,Pedro Congosto Sanchez,PP,PP,P.S.O.E.,Lista más votada
45901,Santo Domingo-Caudilla,1094,Silvia Del Olmo Silvestre,PSOE,PSOE,PP,Lista más votada
45159,Sartajada,97,Luis Alberto Fernandez Blazquez,PP,PP,-,Lista más votada
45160,Segurilla,1346,Pablo Barroso Corrochano,PP,PP,P.S.O.E.,Lista más votada
45161,Seseña,27466,Silvia Fernandez Garcia,PSOE,PSOE,PP,Lista más votada
45162,Sevilleja de la Jara,640,Faustino Ollero Sanchez,PP,PP,P.S.O.E.,Lista más votada
45163,Sonseca,11070,Sergio Mora Rojas,PSOE,PSOE,PP,Lista más votada
45164,Sotillo de las Palomas,191,Fernando Resino Carrillo,PP,PP,P.S.O.E.,Lista más votada
45165,Talavera de la Reina,83477,Agustina García Elez,PSOE,PSOE,PP,Lista más votada
45166,Tembleque,1967,Jesús Fernández Clemente,PSOE,PSOE,PP,Lista más votada
45167,"Toboso, El",1699,Maria Pilar Arinero Gomez,PP,PP,P.S.O.E.,Lista más votada
45168,Toledo,85449,Milagros Tolón Jaime,PSOE,PSOE,PP,Lista más votada
45169,Torralba de Oropesa,188,Jesus Sanchez Moreno,PP,PP,P.S.O.E.,Lista más votada
45171,"Torre de Esteban Hambrán, La",1693,Aranzazu Fernández Merino,PSOE,PSOE,PP,Lista más votada
45170,Torrecilla de la Jara,212,Carlos Martin Gonzalez,PP,PP,Cs,Lista más votada
45172,Torrico,696,David Sanchez Avila,PP,PP,P.S.O.E.,Lista más votada
45173,Torrijos,13583,Anastasio Arevalillo Martín,PSOE,PSOE,PP,Lista más votada
45174,Totanés,346,Salvador Juan Antonio Barba Payo,PP,PP,P.S.O.E.,Lista más votada
45175,Turleque,736,Maria Pilar Martin Alvarez,PP,PP,P.S.O.E.,Lista más votada
45176,Ugena,5626,Félix Gallego García,PSOE,PSOE,PP,Lista más votada
45177,Urda,2420,Manuel Galan Moreno,PP,PP,P.S.O.E.,Lista más votada
45179,Valdeverdeja,547,Juan Jose Moreno Bravo,PP,PP,P.S.O.E.,Lista más votada
45180,Valmojado,4430,Jesus Agudo Lopez,PP,PP,P.S.O.E.,Lista más votada
45181,Velada,2905,José Luis Cebadera Amigo,PSOE,PSOE,PP,Lista más votada
45182,"Ventas con Peña Aguilera, Las",1084,Luis Celestino De La Vega,PP,PP,P.S.O.E.,Lista más votada
45183,"Ventas de Retamosa, Las",3684,Ana Gomez Garcia Cano,APV,APV,Cs,Lista más votada
45184,"Ventas de San Julián, Las",233,Federico Arroyo Amor,IU-PODEMOS,IU-PODEMOS,-,Lista más votada
45186,"Villa de Don Fadrique, La",3576,Macarena Aguado Sepulveda,PSOE,PP,P.S.O.E.,Otro
45185,Villacañas,9434,Jaime Martinez Jimenez,PSOE,PSOE,PP,Lista más votada
45187,Villafranca de los Caballeros,4866,Julian Bolaños Pozo,PSOE,PSOE,PP,Lista más votada
45188,Villaluenga de la Sagra,4034,Carlos Casarrubios Ruiz,PSOE,PSOE,PP,Lista más votada
45189,Villamiel de Toledo,997,María Cristina Del Álamo Ortiz,PSOE,PSOE,PP,Lista más votada
45190,Villaminaya,513,Raul Pingarron Crespo,PSOE,PSOE,PP,Lista más votada
45191,Villamuelas,613,Carolina Alonso Fernández,PP,PP,P.S.O.E.,Lista más votada
45192,Villanueva de Alcardete,3130,Maria Dolores Verduguez Flores,PSOE,PSOE,PP,Lista más votada
45193,Villanueva de Bogas,694,Jose Miguel Rodriguez Martin,PP,PP,P.S.O.E.,Lista más votada
45194,Villarejo de Montalbán,73,Salvador Aguilar García De Las Hijas,PSOE,PSOE,PP,Lista más votada
45195,Villarrubia de Santiago,2508,María Concepción Monzón De Gracia,PSOE,PSOE,PP,Lista más votada
45196,Villaseca de la Sagra,1858,Jesus Hijosa Lucas,PP,PP,P.S.O.E.,Lista más votada
45197,Villasequilla,2593,Elena Fernández Díaz,PP,PP,P.S.O.E.,Lista más votada
45198,Villatobas,2570,María Gema Guerrero García-Agustino,PP,PP,P.S.O.E.,Lista más votada
45199,"Viso de San Juan, El",5255,José Manuel Silgo Navarro,PSOE,PSOE,PP,Lista más votada
45200,"Yébenes, Los",5796,Jesus Perez Martin,PSOE,PSOE,PP,Lista más votada
45201,Yeles,5779,Maria José Ruiz Sánchez,PSOE,PSOE,PP,Lista más votada
45202,Yepes,5302,Tomás Manuel Arribas Ruiz,PP,PP,P.S.O.E.,Lista más votada
45203,Yuncler,4344,Luis Miguel Martín Ruiz,PSOE,PSOE,PP,Lista más votada
45204,Yunclillos,789,Miriam Dorado Muñoz,Cs,Cs,PP,Lista más votada
45205,Yuncos,10813,Maria Josefa Gallego Ruiz,PSOE,PSOE,Cs,Lista más votada
46001,Ademuz,1027,Angel Andres Gonzalez,PP,PP,P.S.O.E.,Lista más votada
46002,Ador,1772,Manuela Faus Mascarell,GA,GA,PP,Lista más votada
46004,Agullent,2369,Pau Muñoz Gonzalez,COMPROMÍS,COMPROMÍS,UxA,Lista más votada
46042,Aielo de Malferit,4592,Juan Rafael Espi Mompo,PSOE,PP,P.S.O.E.,Otro
46043,Aielo de Rugat,160,Jaime Soler Todoli,PP,PP,-,Lista más votada
46005,Alaquàs,29649,Antonio Saura Martín,PSOE,PSOE,PP,Lista más votada
46006,Albaida,5975,Alejandro Quilis Moscardó,COMPROMÍS,COMPROMÍS,P.S.O.E.,Lista más votada
46007,Albal,16646,Ramon Mari Vila,PSOE,PSOE,PP,Lista más votada
46008,Albalat de la Ribera,3368,Felip Hernandis Sancho,Esquerra Unida,Esquerra Unida,P.S.O.E.,Lista más votada
46009,Albalat dels Sorells,4110,Nicolau Josep Claramunt Ruiz,COMPROMÍS,COMPROMÍS,PP,Lista más votada
46010,Albalat dels Tarongers,1324,Maria Teresa Perez Furio,PSOE,PSOE,PP,Lista más votada
46011,Alberic,10571,Antonio Carratalá Minguez,CA,CA,COMPROMÍS MUNICIPAL,Lista más votada
46012,Alborache,1283,Maria Francisca Collado Torres,PSOE,PSOE,PP,Lista más votada
46013,Alboraya,24904,Miguel Chavarria Diaz,PSOE,PSOE,Cs,Lista más votada
46014,Albuixech,4189,José Vicente Andreu Castelló,PSOE,PSOE,Cs,Lista más votada
46016,Alcàntera de Xúquer,1402,Julio Aurelio Garcia Martinez,PSOE,PSOE,-,Lista más votada
46015,Alcàsser,10266,Eva Isabel Zamora Chanzà,PSOE,PSOE,PP,Lista más votada
46018,Alcublas,610,Maria Blanca Rosa Pastor Cubillo,PSOE,PSOE,PP,Lista más votada
46020,"Alcúdia de Crespins, l'",5144,Jose Vicente Garrigós Gallego,COMPROMÍS,PP,P.S.O.E.,Otro
46019,"Alcúdia, l'",12193,Andreu Salom Porta,PSOE,PSOE,PP,Lista más votada
46021,Aldaia,32313,Guillermo Luján Valero,PSOE,PSOE,PP,Lista más votada
46022,Alfafar,21415,Juan Ramon Adsuara Monlleo,PP,PP,P.S.O.E.,Lista más votada
46024,Alfara de la Baronia,590,Jose Carlos Herrera Marti,PSOE,PSOE,JXA,Lista más votada
46025,Alfara del Patriarca,3301,Maria Luisa Almodóvar Torres,PSOE,PSOE,PP,Lista más votada
46026,Alfarp,1564,Santiago Cervera Cardete,IP-COMPROMÍS MUNICIPAL,IP-COMPROMÍS MUNICIPAL,PP,Lista más votada
46027,Alfarrasí,1206,Federico Vidal Martinez,PSOE,PSOE,PP,Lista más votada
46023,Alfauir,467,Marcos García Tudela,PSOE,PSOE,PP,Lista más votada
46028,Algar de Palancia,499,Juan Emilio Lostado Gascó,JPA,JPA,P.S.O.E.,Lista más votada
46029,Algemesí,27305,Marta Trenzano Rubio,PSOE,PSOE,PP,Lista más votada
46030,Algimia de Alfara,1079,Ernest Buralla Montal,AEM,AEM,P.S.O.E.,Lista más votada
46031,Alginet,13942,Jose Vicente Alemany Motes,S d´A,S d´A,COMPROMIS MUNICIPAL,Lista más votada
46032,Almàssera,7433,Ramón Puchades Bort,PSOE,PSOE,PP,Lista más votada
46033,Almiserà,264,Mª Teresa Pedró Melis,PSOE,PP,COMPROMÍS MUNICIPAL,Otro
46034,Almoines,2528,Juan Cardona Berto,UNxAs,UNxAs,COMPROMÍS MUNICIPAL,Lista más votada
46035,Almussafes,8984,Antonio González Rodríguez,PSOE,PSOE,CCPV,Lista más votada
46036,Alpuente,659,Alicia Pérez Debón,PP,PP,P.S.O.E.,Lista más votada
46037,"Alqueria de la Comtessa, l'",1481,Salvador Femenia Peiró,PSOE,PSOE,COMPROMÍS MUNICIPAL,Lista más votada
46017,Alzira,44865,Diego E. Gómez Garcia,COMPROMÍS,COMPROMÍS,PP,Lista más votada
46038,Andilla,315,Consuelo Alfonso Perez,PSOE,PSOE,PP,Lista más votada
46039,Anna,2627,Pilar Teresa Sarrion Ponce,PSOE,PSOE,PP,Lista más votada
46040,Antella,1127,Eugenia Garcia Gimenez,PSOE,PSOE,COMPROMÍS MUNICIPAL,Lista más votada
46041,Aras de los Olmos,374,Rafael Gimenez Chicharro,PSOE,PSOE,PP,Lista más votada
46003,Atzeneta d'Albaida,1139,Jose Hermenegildo Descals Guerrero,PSOE,PSOE,COMPROMIS MUNICIPAL,Lista más votada
46044,Ayora,5215,José Vicente Anaya Roig,PP,PP,P.S.O.E.,Lista más votada
46046,Barx,1354,Miguel Donet Montagud,Cs,Cs,COMPROMÍS MUNICIPAL,Lista más votada
46045,Barxeta,1604,Vicente Mahiques Margarit,EUPV,EUPV,PP,Lista más votada
46047,Bèlgida,654,Diego Ibañez Estarelles,PSOE,PSOE,PP,Lista más votada
46048,Bellreguard,4632,Joan Marco I Pastor,PSOE,COMPROMÍS,P.P.,Otro
46049,Bellús,311,Susana Navarro Ferrando,PP,PP,P.S.O.E.,Lista más votada
46050,Benagéber,184,Rafael Darijo Escamilla,PSOE,PSOE,PP,Lista más votada
46051,Benaguasil,11369,Jose Joaquin Segarra Castillo,PP,PP,P.S.O.E.,Lista más votada
46052,Benavites,653,Carlos Gil Santiago,PP,PP,P.S.O.E.,Lista más votada
46053,Beneixida,639,Maria Begoña Lluch Gomez,PSOE,PSOE,Cs,Lista más votada
46054,Benetússer,15430,Eva Angela Sanz Portero,PSOE,PSOE,PP,Lista más votada
46055,Beniarjó,1780,Eva María Llinares Martínez,PSOE,PSOE,COMPROMÍS MUNICIPAL,Lista más votada
46056,Beniatjar,207,Francisco Giner Monzo,PP,PP,P.S.O.E.,Lista más votada
46057,Benicolet,587,Mateo Prats Prats,PP,PP,Bnc+,Lista más votada
46904,Benicull de Xúquer,1095,Maria Amparo Giner Lorenzo,UperB,UperB,EUPV: SE,Lista más votada
46060,Benifaió,11967,Marta Ortiz Martínez,PSOE,PSOE,PP,Lista más votada
46059,Benifairó de la Valldigna,1542,Josep Antoni Alberola Verdú,COMPROMÍS,COMPROMÍS,P.S.O.E.,Lista más votada
46058,Benifairó de les Valls,2268,Antonio Enrique Sanfrancisco Meseguer,PSOE,PSOE,PP,Lista más votada
46061,Beniflá,463,Borja Girones Perez,PP,PSOE,PP,Otro
46062,Benigánim,5742,Maria Amparo Canals Senabre,PSOE,PSOE,PP,Lista más votada
46063,Benimodo,2253,Francisco Teruel Machi,PP,PP,P.S.O.E.,Lista más votada
46064,Benimuslem,653,Ramón Pascual García,PP,PP,P.S.O.E.,Lista más votada
46065,Beniparrell,2024,Salvador Masaroca Delhom,COMPROMÍS,COMPROMÍS,PP,Lista más votada
46066,Benirredrà,1547,Elena Blanco Dols,PSOE,PSOE,PP,Lista más votada
46067,Benisanó,2334,Maria Amparo Navarro Bargues,PSOE,PSOE,PP,Lista más votada
46068,Benissoda,441,Miguel Lluch Roig,PP,PP,LAVALL,Lista más votada
46069,Benisuera,183,Cátia Daniela Lopes Costa,PSOE,PSOE,PP,Lista más votada
46070,Bétera,25423,Maria Elia Verdevío Escribá,PP,COMPROMÍS,PP,Otro
46071,Bicorp,527,Nuria Mengual Aparicio,PSOE,PSOE,PP,Lista más votada
46072,Bocairent,4101,Xavier Molina Marti,PSOE,PSOE,PP,Lista más votada
46073,Bolbaite,1336,Carolina Mas Monteagudo,PSOE,PSOE,PP,Lista más votada
46074,Bonrepòs i Mirambell,3780,Raquel Camila Ramiro Pizarroso,PSOE,PSOE,PP,Lista más votada
46075,Bufali,163,Estefania Molla Camarasa,LAVALL,LAVALL,-,Lista más votada
46076,Bugarra,728,Teresa Cervera Garcia,PP,PP,P.S.O.E.,Lista más votada
46077,Buñol,9438,María Del Juncal Carrascosa Alonso,PSOE,PSOE,PP,Lista más votada
46078,Burjassot,38712,Rafael García García,PSOE,PSOE,PP,Lista más votada
46079,Calles,368,Maria Consuelo Garcia Garcia,PP,PP,P.S.O.E.,Lista más votada
46080,Camporrobles,1204,María Inmaculada Alemany Latorre,ENPOSITIVO,ENPOSITIVO,PP,Lista más votada
46081,Canals,13257,Maria José Castells Villalta,COMPROMÍS,PP,COMPROMÍS MUNICIPAL,Otro
46082,Canet d'En Berenguer,6812,Pere Joan Antoni Chorda,PSOE,PSOE,PP,Lista más votada
46083,Carcaixent,20494,Francesc Josep Salom Salom,COMPROMÍS,COMPROMÍS,PP,Lista más votada
46084,Càrcer,1822,Josep Botella Pardo,ACC,ACC,PP,Lista más votada
46085,Carlet,15851,Lola Navarro Lacuesta,PSOE,PP,COMPROMÍS MUNICIPAL,Otro
46086,Carrícola,102,Juan Salvador Miralles Tomás,COMPROMÍS,COMPROMÍS,-,Lista más votada
46087,Casas Altas,132,Bernardo Gares Pastor,PSOE,PSOE,PP,Lista más votada
46088,Casas Bajas,164,Domingo Antón Lázaro,UCB,UCB,P.S.O.E.,Lista más votada
46089,Casinos,2881,Miguel Navarré Sancho,COMPROMÍS,COMPROMÍS,PP,Lista más votada
46257,Castelló,6996,Oscar Noguera Alberola,GCiE: COMPROMIS MUNICIPAL,GCiE: COMPROMIS MUNICIPAL,PP,Lista más votada
46090,Castelló de Rugat,2316,Antonio Esquinas Martínez,PSOE,PSOE,PP,Lista más votada
46091,Castellonet de la Conquesta,139,Juan Espinosa Teruel,PP,PP,-,Lista más votada
46092,Castielfabib,299,Eduardo Aguilar Villalba,PP,PP,P.S.O.E.,Lista más votada
46093,Catadau,2846,Manuel Enrique Bono Donat,IPC,PP,IPC,Otro
46094,Catarroja,28509,Jesús Monzó Cubillos,COMPROMÍS,COMPROMÍS,P.S.O.E.,Lista más votada
46095,Caudete de las Fuentes,701,Vanesa López Guijarro,Cs,Cs,PP,Lista más votada
46096,Cerdà,345,Jose Luis Gijon Segrelles,PSOE,PSOE,PP,Lista más votada
46107,Chella,2437,Jose Enrique Talon Segui,PSOE,PSOE,PP,Lista más votada
46106,Chelva,1583,David Cañigueral Belmonte,EUPV-PUP:SA,EUPV-PUP:SA,P.S.O.E.,Lista más votada
46108,Chera,490,Alejandro Portero Igual,PSOE,PSOE,PP,Lista más votada
46109,Cheste,8871,Jose Morell Roser,PSOE,PSOE,PP,Lista más votada
46111,Chiva,15769,Emilio Morales Gaitán,COMPROMÍS,COMPROMÍS,PP,Lista más votada
46112,Chulilla,700,Vicente Gonzalo Polo Burriel,PP,PP,P.S.O.E.,Lista más votada
46097,Cofrentes,1122,Salvador Honrubia Mora,Cs,Cs,PP,Lista más votada
46098,Corbera,3088,Vicent Marrades Esparza,COMPROMÍS,COMPROMÍS,PP,Lista más votada
46099,Cortes de Pallás,758,David Gras Arlandis,PP,PSOE,PP,Otro
46100,Cotes,326,Rosa Emilia Lorente Soriano,PIC,PIC,PP,Lista más votada
46105,Cullera,22708,Jordi Mayor Vallet,PSOE,PSOE,PP,Lista más votada
46113,Daimús,3277,Francisco Javier Planes Planes,PP,PP,COMPROMÍS MUNICIPAL,Lista más votada
46114,Domeño,670,Francisco Gómez Asensio,PP,PP,P.S.O.E.,Lista más votada
46115,Dos Aguas,312,Jose Ramon Grau Grau,PP,PP,P.S.O.E.,Lista más votada
46204,El Puig de Santa María,8737,Luisa Salvador Tomas,PSOE,PSOE,PP,Lista más votada
46116,"Eliana, l'",18302,Salvador Torrent Catala,PSOE,PSOE,PP,Lista más votada
46117,Emperador,698,Alberto Bayarri Remoli,PP,PP,P.S.O.E.,Lista más votada
46118,Enguera,4779,Maria Matilde Marin Palop,PP,PSOE,PP,Otro
46119,"Ènova, l'",912,Tomas Giner Esparza,PSOE,PSOE,COMPROMÍS MUNICIPAL,Lista más votada
46120,Estivella,1491,Rafael Mateu Mateu,PSOE,PSOE,COMPROMIS MUNICIPAL,Lista más votada
46121,Estubeny,114,Rafael Duran Gonzalez,PP,PP,P.S.O.E.,Lista más votada
46122,Faura,3563,Antoni Francesc Gaspar Ramos,PSOE,PSOE,JUNTS PER FAURA-ESQUERRA REPUBLICANA FAURA-ESQUERRA UNI,Lista más votada
46123,Favara,2563,Oro Azorín Canet,COMPROMÍS,COMPROMÍS,PP,Lista más votada
46126,Foios,7502,Sergi Ruiz Alonso,COMPROMÍS,COMPROMÍS,P.S.O.E.,Lista más votada
46128,"Font de la Figuera, la",2025,Vicent Muñoz I Jordà,COMPROMÍS,COMPROMÍS,PP,Lista más votada
46124,Fontanars dels Alforins,959,Julio Ramon Biosca Llin,COMPROMÍS,COMPROMÍS,PP,Lista más votada
46125,Fortaleny,1011,Juana Clos Gimeno,PSOE,PSOE,PP,Lista más votada
46129,Fuenterrobles,694,Adrián Álvarez Díaz,EUPV: SA,EUPV: SA,PP,Lista más votada
46131,Gandia,75970,José Manuel Prieto Part,PSOE,PSOE,PP,Lista más votada
46902,Gátova,419,Manuel Martínez Romero,CONTIGO,CONTIGO,P.S.O.E.,Lista más votada
46130,Gavarda,1035,Vicente Jose Mompo Aledo,PP,PP,COMPROMÍS MUNICIPAL,Lista más votada
46132,Genovés,2785,Pere Revert Miralles,PSOE,PSOE,PP,Lista más votada
46133,Gestalgar,541,Raul Pardos Peiro,PSOE,PSOE,PP,Lista más votada
46134,Gilet,3501,Salvador Costa Escriva,PSOE,PSOE,PP,Lista más votada
46135,Godella,13027,Maria Teresa Bueso Marques,PSOE,PP,COMPROMÍS MUNICIPAL,Otro
46136,Godelleta,3714,Rafael Fora Ibañez,PSOE,PP,P.S.O.E.,Otro
46137,"Granja de la Costera, la",281,Jose Miguel Marín Fernández,PP,PSOE,PP,Otro
46138,Guadasséquies,459,Virginia Contreras Caballero,PP,PP,COMPROMIS MUNICIPAL,Lista más votada
