cod_ine,mun,pob,nombre_completo,partido_alcalde,partido_ganador,segundo,gobierna
03139,"Vila Joiosa, la/Villajoyosa",34684,Andrés Verdú Reos,PSOE,PSOE,PP,Lista más votada
03140,Villena,34025,Fulgencio Jose Cerdan Barcelo,PSOE,PP,P.S.O.E.,Otro
03082,Xàbia/Jávea,27983,Jose Francisco Chulvi Español,PSOE,PSOE,PP,Lista más votada
03081,Xaló,2892,Joan Miquel Garces Font,COMPROMÍS,COMPROMÍS,PP,Lista más votada
03083,Xixona/Jijona,6861,Isabel Lopez Galera,PSOE,PSOE,Cs,Lista más votada
04001,Abla,1258,Antonio Fernández López,PP,PP,PSOE-A,Lista más votada
04002,Abrucena,1208,Ismael Gil Salmeron,PSOE,PSOE,PP,Lista más votada
04003,Adra,25501,Manuel Cortes Perez,PP,PP,PSOE-A,Lista más votada
04004,Albánchez,726,Amador Lopez Pardo,Cs,Cs,PSOE-A,Lista más votada
04005,Alboloduy,612,Sonia María Guil Soriano,PP,PP,PSOE-A,Lista más votada
04006,Albox,12070,Francisco Torrecillas Sanchez,UCIN,UCIN,PP,Lista más votada
04007,Alcolea,849,Antonio Ocaña Baños,PARA LA GENTE,PARA LA GENTE,PSOE-A,Lista más votada
04008,Alcóntar,542,Antonio Ramon Salas Rodriguez,PP,PP,PSOE-A,Lista más votada
04009,Alcudia de Monteagud,129,Juan Manuel Sánchez Pérez,PP,PP,-,Lista más votada
04010,Alhabia,675,José Nuñez Castilla,PSOE,PSOE,PP,Lista más votada
04011,Alhama de Almería,3733,Cristóbal Rodríguez López,PP,PP,PSOE-A,Lista más votada
04012,Alicún,204,Antonio Navarro López,PSOE,PSOE,PP,Lista más votada
04013,Almería,200753,María Del Mar Vázquez Agüero,PP,PP,PSOE-A,Lista más votada
04014,Almócita,197,Francisco Garcia Garcia,PSOE,PSOE,-,Lista más votada
04015,Alsodux,131,Manuel Nicolás Cuadra González,PSOE,PSOE,-,Lista más votada
04016,Antas,3355,Pedro Ridao Zamora,PSOE,PSOE,PP,Lista más votada
04017,Arboleas,4685,Cristobal Garcia Granados,PSOE,PSOE,PP,Lista más votada
04018,Armuña de Almanzora,313,Jose Berruezo Padilla,PSOE,PSOE,PP,Lista más votada
04019,Bacares,249,Jose Segura Gimenez,PSOE,PSOE,PP,Lista más votada
04904,Balanegra,2959,Nuria Rodriguez Martin,PP,PP,PSOE-A,Lista más votada
04020,Bayárcal,317,Jacinto Navarro Fernández,PSOE,PSOE,PP,Lista más votada
04021,Bayarque,219,Antonio Pordoy Muñoz,PP,PP,PSOE-A,Lista más votada
04022,Bédar,974,Ángel Francisco Collado Fernández,PSOE,PSOE,PP,Lista más votada
04023,Beires,132,Carmen González Garví,PP,PP,PSOE-A,Lista más votada
04024,Benahadux,4526,Noelia José Damián López,PP,PSOE,PP,Otro
04026,Benitagla,59,Juan Padilla Padilla,PP,PP,-,Lista más votada
04027,Benizalón,263,Emilio Cid Alonso,PP,PP,-,Lista más votada
04028,Bentarique,239,Modesto Martínez Galera,PSOE,PSOE,PP,Lista más votada
04029,Berja,12708,Jose Carlos Lupion Carreño,PP,PP,PSOE-A,Lista más votada
04030,Canjáyar,1178,Juan José Romera Rodríguez,PP,PP,PSOE-A,Lista más votada
04031,Cantoria,3547,Purificacion Sanchez Aranega,PSOE,PSOE,PP,Lista más votada
04032,Carboneras,8183,Jose Luis Amérigo Fernandez,PSOE,PSOE,AVANZA,Lista más votada
04033,Castro de Filabres,115,Francisco Martínez Sola,PSOE,PSOE,-,Lista más votada
04036,Chercos,288,Jose Antonio Torres Saez,PP,PP,PSOE-A,Lista más votada
04037,Chirivel,1501,Jose Torregrosa Mota,PSOE,PSOE,PP,Lista más votada
04034,Cóbdar,170,José Fuentes Fernández,PP,PP,PSOE-A,Lista más votada
04035,Cuevas del Almanzora,14623,Antonio Fernández Liria,PSOE,PSOE,PP,Lista más votada
04038,Dalías,4102,Francisco Trinidad Lirola Martin,PP,PP,PSOE-A,Lista más votada
04902,"Ejido, El",84005,Francisco Gongora Cara,PP,PP,VOX,Lista más votada
04041,Enix,540,Álvaro Izquierdo Álvarez,PP,PP,PSOE-A,Lista más votada
04043,Felix,664,Baldomero Martínez Carretero,PP,Almería viVa,PSOE-A,Otro
04045,Fiñana,1977,Rafael Montes Rincon,PSOE,PSOE,PP,Lista más votada
04044,Fines,2160,Rodrigo Sanchez Simon,PP,PP,PSOE-A,Lista más votada
04046,Fondón,1032,Valentín José Martín Ramírez,PSOE,PSOE,PP,Lista más votada
04047,Gádor,3008,Lourdes Ramos Rodríguez,PP,PP,PSOE-A,Lista más votada
04048,"Gallardos, Los",3003,Francisco Miguel Reyes Martín,Cs,Cs,PSOE-A,Lista más votada
04049,Garrucha,9875,Maria Lopez Cervantes,PSOE,PSOE,PP,Lista más votada
04050,Gérgal,1107,Miguel Guijarro Parra,PP,PSOE,PP,Otro
04051,Huécija,491,Ana María Vizcaíno Amat,PP,PP,PSOE-A,Lista más votada
04052,Huércal de Almería,17974,Ismael Torres Miras,PP,PP,PSOE-A,Lista más votada
04053,Huércal-Overa,19744,Domingo Fernandez Zurano,PP,PP,PSOE-A,Lista más votada
04054,Illar,436,Carmelo Llobregat Torres,PP,PP,PSOE-A,Lista más votada
04055,Instinción,462,Francisco Emilio Alex Bruque,PSOE,PSOE,PP,Lista más votada
04056,Laroya,197,Dolores Moreno Sobrino,PP,PP,-,Lista más votada
04057,Láujar de Andarax,1591,Almudena Morales Asensio,PP,PP,PSOE-A,Lista más votada
04058,Líjar,398,Sergio Sanchez Requena,PSOE,PSOE,PP,Lista más votada
04059,Lubrín,1489,Domingo José Ramos Camacho,PSOE,PSOE,PP,Lista más votada
04060,Lucainena de las Torres,584,Juan Herrera Segura,PP,PP,Cs,Lista más votada
04061,Lúcar,772,Manuel Lopez Encinas,Cs,Cs,PSOE-A,Lista más votada
04062,Macael,5449,Raul Martinez Requejo,PP,PP,PSOE-A,Lista más votada
04063,María,1235,Jose Antonio Garcia Alcaina,PP,PP,PSOE-A,Lista más votada
04064,Mojácar,7257,Rosa María Cano Montoya,PP,PP,PSOE-A,Lista más votada
04903,"Mojonera, La",9086,José Miguel Hernández García,tod@s,tod@s,PP,Lista más votada
04065,Nacimiento,485,Herminia Uroz Iglesias,PSOE,PSOE,PP,Lista más votada
04066,Níjar,31458,Esperanza Pérez Felices,PSOE,PSOE,PP,Lista más votada
04067,Ohanes,561,Rafaela María Ortega Barranco,PSOE,PSOE,PP,Lista más votada
04068,Olula de Castro,190,Cristian Quero Gil,PSOE,PSOE,PP,Lista más votada
04069,Olula del Río,6258,Antonio Martinez Pascual,PP,PP,PSOE-A,Lista más votada
04070,Oria,2215,Marcos Reche Galera,PP,PP,PSOE-A,Lista más votada
04071,Padules,436,Antonio Gutiérrez Romero,PSOE,PSOE,PP,Lista más votada
04072,Partaloa,1065,Maria Joaquina Lopez Garcia,ADEPART,ADEPART,PSOE-A,Lista más votada
04073,Paterna del Río,387,Jose Asensio Aguila,PSOE,PSOE,PP,Lista más votada
04074,Pechina,4143,Juan Manuel López Rodríguez,PSOE,PSOE,PP,Lista más votada
04075,Pulpí,10342,Juan Pedro García Pérez,PP,PP,PSOE-A,Lista más votada
04076,Purchena,1636,Juan Miguel Tortosa Conchillo,PSOE,PSOE,PP,Lista más votada
04077,Rágol,305,Miguel Rodríguez Colomina,PP,PP,PSOE-A,Lista más votada
04078,Rioja,1488,Manuel Juárez Fernández,PSOE,PSOE,PARA LA GENTE,Lista más votada
04079,Roquetas de Mar,98725,Gabriel Amat Ayllón,PP,PP,PSOE-A,Lista más votada
04080,Santa Cruz de Marchena,203,Elena Tijeras Martínez,PP,PP,PSOE-A,Lista más votada
04081,Santa Fe de Mondújar,477,Trinidad Gongora Escamez,PSOE,PSOE,PP,Lista más votada
04082,Senés,291,Francisco Javier Sola Golbano,PP,PP,-,Lista más votada
04083,Serón,2039,Manuel Martínez Domene,PSOE,PSOE,PP,Lista más votada
04084,Sierro,380,Adrian Jose De Manuel Hernandez,PSOE,PSOE,PP,Lista más votada
04085,Somontín,444,Luis Francisco Reche Pozo,PSOE,PSOE,PP,Lista más votada
04086,Sorbas,2471,José Fernández Amador,PP,PP,PSOE-A,Lista más votada
04087,Suflí,197,Raul Guirao Liria,PP,PP,-,Lista más votada
04088,Tabernas,3887,José Díaz Ibáñez,PSOE,PSOE,PP,Lista más votada
04089,Taberno,996,Antonio Martos Sanchez,PP,PP,PSOE-A,Lista más votada
04090,Tahal,349,Trinidad Jimenez Morales,PSOE,PSOE,PP,Lista más votada
04091,Terque,372,José Nicolás Ayala Amate,PSOE,PSOE,-,Lista más votada
04092,Tíjola,3528,Jose Juan Martinez Perez,Cs,PP,PSOE-A,Otro
04901,"Tres Villas, Las",564,Virtudes Teresa Pérez Castillo,PSOE,PSOE,Cs,Lista más votada
04093,Turre,3892,Maria Isabel Lopez Alias,PSOE,PP,PSOE-A,Otro
04094,Turrillas,260,Juan Antonio Segura Felices,PP,PP,VOX,Lista más votada
04095,Uleila del Campo,816,Juan José Fuentes Yepes,PP,PP,PSOE-A,Lista más votada
04096,Urrácal,369,Emilia Mateo Almansa,PP,PSOE,PP,Otro
04097,Velefique,235,Rafael García Sola,PSOE,PSOE,PP,Lista más votada
04098,Vélez-Blanco,1946,Pedro Luis Diaz Gil,Cs,PSOE,CCVB,Otro
04099,Vélez-Rubio,6521,Miguel Martinez Carlon Manchon,PP,PP,PSOE-A,Lista más votada
04100,Vera,17700,José Carmelo Jorge Blanco,PP,PP,PSOE-A,Lista más votada
04101,Viator,6039,Manuel Jesús Flores Malpica,PSOE,PSOE,PP,Lista más votada
04102,Vícar,27398,Antonio Bonilla Rodriguez,PSOE,PSOE,PP,Lista más votada
04103,Zurgena,2895,Francisco Martinez Ramos,PSOE,PSOE,PP,Lista más votada
05001,Adanero,196,Natalia Torrecilla Perrino,PSOE,PSOE,PP,Lista más votada
05002,"Adrada, La",2757,Roberto Aparicio Cuellar,PSOE,PSOE,PP,Lista más votada
05005,Albornos,172,Rafael Lopez Lopez,PP,PP,P.S.O.E.,Lista más votada
05007,Aldeanueva de Santa Cruz,113,Martina Peral Martin,PP,PP,-,Lista más votada
05008,Aldeaseca,219,Jesús Julio Izquierdo Callejo,PSOE,PSOE,PP,Lista más votada
05010,"Aldehuela, La",147,Jose Hernandez Lazaro,PP,PP,ILA,Lista más votada
05012,Amavida,128,Jesús Pérez Hernández,PSOE,PSOE,PP,Lista más votada
05013,"Arenal, El",943,Guillermo Pulido Vinuesa,AVEAL,AVEAL,PP,Lista más votada
05014,Arenas de San Pedro,6434,Juan Carlos Sanchez Meson,PP,PP,P.S.O.E.,Lista más votada
05015,Arevalillo,67,José Martín Sánchez,PSOE,PSOE,-,Lista más votada
05016,Arévalo,7881,Francisco Leon Gomez,AREVALO DECIDE,PP,AREVALO DECIDE,Otro
05017,Aveinte,82,Daniel Jose Martin Saez,PP,PP,-,Lista más votada
05018,Avellaneda,26,Vicente Hernandez Martin,PP,PP,-,Lista más votada
05019,Ávila,57949,Jesus Manuel Sanchez Cabrera,XAV,XAV,PP,Lista más votada
05021,"Barco de Ávila, El",2298,Victor Morugij Sintschillo,PSOE,PSOE,PP,Lista más votada
05022,"Barraco, El",1973,Jose Maria Manso Gonzalez,PP,PP,XAV,Lista más votada
05023,Barromán,181,Maria Del Rosario Garcia Martin,PP,PP,XAV,Lista más votada
05024,Becedas,183,Salvador Sanchez Majadas,PP,PP,P.S.O.E.,Lista más votada
05025,Becedillas,77,Ricarda Sánchez González,PP,PP,-,Lista más votada
05026,Bercial de Zapardiel,195,Faustino Arenas Saez,PP,PP,IZQUIERDA UNIDA-EQUO,Lista más votada
05027,"Berlanas, Las",334,Hermelina Del Pozo Berrón,PP,PP,P.S.O.E.,Lista más votada
05029,Bernuy-Zapardiel,90,Carlos Garcia Blanco,PP,PP,P.S.O.E.,Lista más votada
05030,Berrocalejo de Aragona,49,Emilio Navas Arroyo,AIEBA,AIEBA,-,Lista más votada
05033,Blascomillán,181,María Teresa Hernández Pérez,PP,PP,P.S.O.E.,Lista más votada
05034,Blasconuño de Matacabras,14,Federico Gonzalez Navas,PP,PP,-,Lista más votada
05035,Blascosancho,101,Ramiro Del Cid Casillas,PP,PP,P.S.O.E.,Lista más votada
05036,"Bohodón, El",117,Hector Rodriguez Herraez,PP,PP,-,Lista más votada
05037,Bohoyo,231,Alvaro Hernandez Blazquez,PP,PP,P.S.O.E.,Lista más votada
05038,Bonilla de la Sierra,131,José Antonio Orgaz Rodríguez,PSOE,PSOE,PP,Lista más votada
05039,Brabos,42,Mariano Muñoz Hernando,PSOE,PP,P.S.O.E.,Otro
05040,Bularros,63,Eusebio Hernandez Alonso,PP,PP,-,Lista más votada
05041,Burgohondo,1231,Francisco Fernandez Garcia,PP,PP,XAV,Lista más votada
05042,Cabezas de Alambre,160,Jose Antonio Rodriguez Vegas,PP,PP,P.S.O.E.,Lista más votada
05043,Cabezas del Pozo,68,Sara Fernandez Del Bosque,PP,PSOE,PP,Otro
05044,Cabezas del Villar,257,Frutos Blanco Sánchez,PP,PP,P.S.O.E.,Lista más votada
05045,Cabizuela,80,Gregorio Holgado Holgado,CIC,PP,CIC,Otro
05046,Canales,39,Emiliano Ayuso Antonio,PP,PP,-,Lista más votada
05047,Candeleda,5049,Carlos Montesino Garro,PSOE,PSOE,PP,Lista más votada
05048,Cantiveros,100,Claudino Garcia Martin,PP,PP,P.S.O.E.,Lista más votada
05049,Cardeñosa,427,Luis Miguel Sanchidrian Calvo,PSOE,PSOE,PP,Lista más votada
05051,"Carrera, La",164,Bienvenido Garcia Gonzalez,PP,PP,XAV,Lista más votada
05052,Casas del Puerto,83,Eusebio Francisco Montesano Alonso,PP,PP,-,Lista más votada
05053,Casasola,68,Carlos San Segundo Martin,PP,PP,XAV,Lista más votada
05054,Casavieja,1422,Maria Pilar Diaz Nevado,PSOE,PSOE,PP,Lista más votada
05055,Casillas,646,Maria Beatriz Diaz Morueco,PP,PP,P.S.O.E.,Lista más votada
05056,Castellanos de Zapardiel,94,Jesus Carlos Mañoso Zurdo,PP,PP,P.S.O.E.,Lista más votada
05057,Cebreros,3246,Pedro Jose Muñoz Gonzalez,PSOE,PSOE,PP,Lista más votada
05058,Cepeda la Mora,70,Eduardo Montes González,PP,PP,P.S.O.E.,Lista más votada
05067,Chamartín,68,Angel Jimenez Martin,XAV,XAV,PP,Lista más votada
05059,Cillán,82,Jose Martin Jimenez,TC,TC,-,Lista más votada
05060,Cisla,104,Miguel Angel Martin Martin,PP,PP,UPC,Lista más votada
05061,"Colilla, La",341,Juan Carlos Montero Muñoz,PSOE,PSOE,PACT,Lista más votada
05062,Collado de Contreras,158,Cesar Martin Avalos,PP,PP,-,Lista más votada
05063,Collado del Mirón,29,Faustino Sánchez Vaquero,PP,PP,-,Lista más votada
05064,Constanzana,107,Jose Maria Hernandez Gonzalez,PP,PP,P.S.O.E.,Lista más votada
05065,Crespos,494,Santiago Blazquez Hernandez,XAV,XAV,PP,Lista más votada
05066,Cuevas del Valle,514,Alberto Martin Gonzalez,UCIN,XAV,UCIN,Otro
05903,Diego del Carpio,117,Pedro Manuel Martin Delgado,PP,PP,P.S.O.E.,Lista más votada
05069,Donjimeno,72,Juan Jose Canora Rodriguez,PP,PP,-,Lista más votada
05070,Donvidas,30,Pedro Víctor Llorente Romo,PSOE,PSOE,PP,Lista más votada
05072,Espinosa de los Caballeros,109,Aitor Arregui Echarte,PP,PP,P.S.O.E.,Lista más votada
05073,Flores de Ávila,287,Juan Carlos Alonso Diaz,PP,PP,Cs,Lista más votada
05074,Fontiveros,734,David Sánchez Tenrero,PP,PP,P.S.O.E.,Lista más votada
05075,Fresnedilla,110,Jose Luis Rodriguez De La Mata,PP,PP,PCAS-TC,Lista más votada
05076,"Fresno, El",589,Antonio Jimenez San Segundo,PP,PP,XAV,Lista más votada
05077,Fuente el Saúz,157,Maria Jesús Jimenez Maroto,PP,PP,P.S.O.E.,Lista más votada
05078,Fuentes de Año,96,Gregorio Enriquez Moreno,PP,PP,P.S.O.E.,Lista más votada
05079,Gallegos de Altamiros,63,Emiliano Gomez Garcia,PP,PP,-,Lista más votada
05080,Gallegos de Sobrinos,36,Melchora Sanchez Lopez,PP,PP,P.S.O.E.,Lista más votada
05081,Garganta del Villar,42,Eva Maria Gonzalez Martin,PP,PP,-,Lista más votada
05082,Gavilanes,576,Luis Cristo Rey Padro Del Monte,PP,PP,P.S.O.E.,Lista más votada
05083,Gemuño,147,Francisco Lopez Del Pozo,PP,PP,XAV,Lista más votada
05085,Gil García,42,Jorge Garcia Garcia,PP,PP,-,Lista más votada
05084,Gilbuena,60,Iván Díaz Díaz,PSOE,PSOE,-,Lista más votada
05086,Gimialcón,74,Candido Martin Alonso,PP,PP,-,Lista más votada
05087,Gotarrendura,169,Maria Yolanda De Juan Lopez,PP,PP,P.S.O.E.,Lista más votada
05088,Grandes y San Martín,26,Francisco Jose Gómez Martin,Cs,Cs,PP,Lista más votada
05089,Guisando,522,Raul Sanchez Serrano,PP,PP,P.S.O.E.,Lista más votada
05090,Gutierre-Muñoz,71,Florentino Álvarez Lopez,PP,PP,P.S.O.E.,Lista más votada
05092,Hernansancho,156,Jesus Gallego Lopez,PP,PP,P.S.O.E.,Lista más votada
05093,Herradón de Pinares,436,Miguel Angel Pozo Martin,PSOE,PP,P.S.O.E.,Otro
05094,Herreros de Suso,131,Jose Angel Dorado Holgado,PP,PP,VOX,Lista más votada
05095,Higuera de las Dueñas,266,Juan Diaz Alonso,PP,PP,P.S.O.E.,Lista más votada
05096,"Hija de Dios, La",80,Miguel Angel Monleon Sanchez,PSOE,PSOE,-,Lista más votada
05097,"Horcajada, La",495,Vicente López López,PP,PP,P.S.O.E.,Lista más votada
05099,Horcajo de las Torres,481,Gustavo Dominguez Sánchez,PP,PP,P.S.O.E.,Lista más votada
05100,"Hornillo, El",281,Visitacion Perez Blazquez,PSOE,Cs,VOX,Otro
05102,"Hoyo de Pinares, El",2163,David Beltrán Martín,PP,PP,P.S.O.E.,Lista más votada
05101,Hoyocasero,278,Javier Gonzalez Sanchez,PP,PP,Cs,Lista más votada
05103,Hoyorredondo,60,Florentino Hernández González,PP,PP,-,Lista más votada
05106,Hoyos de Miguel Muñoz,26,Jose Sanchez Sanchez,PP,PP,P.S.O.E.,Lista más votada
05104,Hoyos del Collado,31,Elio Hernandez Jimenez,PP,PP,-,Lista más votada
05105,Hoyos del Espino,371,Jesús González Tejado,PSOE,PSOE,PP,Lista más votada
05107,Hurtumpascual,45,Alfredo Diaz Rodriguez,PP,PP,P.S.O.E.,Lista más votada
05108,Junciana,40,Juan Audelino Gomez Blazquez,PP,PP,-,Lista más votada
05109,Langa,467,Clara Isabel Saez Jimenez,PP,PP,P.S.O.E.,Lista más votada
05110,Lanzahíta,815,Jose Miguel Gomez Gomez,Cs,PP,Cs,Otro
05113,"Llanos de Tormes, Los",58,Justo Martín Lazaro,PP,PP,-,Lista más votada
05112,"Losar del Barco, El",109,Jose Luis Cruz Hernandez,PP,PP,Cs,Lista más votada
05114,Madrigal de las Altas Torres,1380,Ana Isabel Zurdo Manso,PSOE,PSOE,PP,Lista más votada
05115,Maello,636,Francisco Javier Garcia Jimenez,PP,PP,Cs,Lista más votada
05116,Malpartida de Corneja,90,Angel Lopez Hernandez,PP,PP,XAV,Lista más votada
05117,Mamblas,202,Ricardo Martin Hernaez,PP,PP,-,Lista más votada
05118,Mancera de Arriba,72,Jesus Rodriguez Alonso,PP,PP,P.S.O.E.,Lista más votada
05119,Manjabálago,21,Fernando Ceballos Martín,XAV,XAV,PP,Lista más votada
05120,Marlín,32,Ricardo Jimenez Gutierrez,PP,PP,-,Lista más votada
05121,Martiherrero,336,Jose Luis Del Nogal Herraez,PP,PP,P.S.O.E.,Lista más votada
05122,Martínez,111,Ignacio Sanchez Martin,PP,PP,P.S.O.E.,Lista más votada
05123,Mediana de Voltoya,119,Jose Miguel Galan Arevalo,PP,PP,-,Lista más votada
05124,Medinilla,104,Miguel Izquierdo Martin,PP,PP,-,Lista más votada
05125,Mengamuñoz,59,Justina Martínez Retamal,PP,PP,P.S.O.E.,Lista más votada
05126,Mesegar de Corneja,57,Herminia Ruiz Amat,PP,PP,P.S.O.E.,Lista más votada
05127,Mijares,743,Maria Soraya Blazquez Dominguez,PSOE,PSOE,PP,Lista más votada
05128,Mingorría,377,Juan Ignacio Sanchez Trujillano,PP,PP,IZQUIERDA UNIDA-EQUO,Lista más votada
05129,"Mirón, El",114,Tomas Baena De La Parra,PP,PP,-,Lista más votada
05130,Mironcillo,105,Maria Milagros Gonzalez Jimenez,AEMI,XAV,AEMI,Otro
05131,Mirueña de los Infanzones,84,Jose Antonio Ramos Botran,PP,PP,Cs,Lista más votada
05132,Mombeltrán,934,Francisco Hernandez De La Cruz,XAV,XAV,PP,Lista más votada
05133,Monsalupe,60,Maria Isabel Arribas Herraez,PP,PP,P.S.O.E.,Lista más votada
05134,Moraleja de Matacabras,52,Felix Alvarez De Alba,PP,PP,-,Lista más votada
05135,Muñana,342,Diego Martín De La Moya,PP,PP,P.S.O.E.,Lista más votada
05136,Muñico,80,María Inmaculada López García,PP,PP,P.S.O.E.,Lista más votada
05138,Muñogalindo,325,Emilio Jiménez Martín,PP,PP,P.S.O.E.,Lista más votada
05139,Muñogrande,71,Miguel Angel Lopez Ruiz,PP,PP,-,Lista más votada
05140,Muñomer del Peco,108,Carmelo Martin Martin,PP,PP,P.S.O.E.,Lista más votada
05141,Muñopepe,99,Jose Enrique Garcia Hernandez,PP,PP,P.S.O.E.,Lista más votada
05142,Muñosancho,91,Rufino Gutierrez Abalos,PP,PP,P.S.O.E.,Lista más votada
05143,Muñotello,66,Saturnino Gutiérrez Hernández,PP,PP,P.S.O.E.,Lista más votada
05144,Narrillos del Álamo,71,Eleuterio Prieto Marcos,PP,PP,-,Lista más votada
05145,Narrillos del Rebollar,38,Oscar Jimenez Jimenez,PP,PP,-,Lista más votada
05149,Narros de Saldueña,106,Jesús Del Oso Rodriguez,PP,PP,P.S.O.E.,Lista más votada
05147,Narros del Castillo,159,Enrique Lopez Ruiz,PP,PP,-,Lista más votada
05148,Narros del Puerto,29,Feliciano Rodriguez Hernandez,PSOE,PSOE,-,Lista más votada
05152,Nava de Arévalo,714,Enrique Rodríguez Rodríguez,PP,PP,P.S.O.E.,Lista más votada
05153,Nava del Barco,79,Álvaro García Jiménez,PP,PP,P.S.O.E.,Lista más votada
05151,Navacepedilla de Corneja,91,Antonio Mendoza Sánchez,PP,PP,-,Lista más votada
05154,Navadijos,32,Miguel Ángel García Santana,PP,PP,-,Lista más votada
05155,Navaescurial,46,Susana Curiel Torrijos,IU-EQUO,IU-EQUO,-,Lista más votada
05156,Navahondilla,358,Jesus Garcia Castrejon,PP,PP,P.S.O.E.,Lista más votada
05157,Navalacruz,221,Benigno Gonzalez Casillas,PSOE,PSOE,-,Lista más votada
05158,Navalmoral,340,Desiderio Vallejo Martin,PP,PP,VOX,Lista más votada
05159,Navalonguilla,209,Juan Carlos Mayoral Jiménez,PP,PP,-,Lista más votada
05160,Navalosa,322,Iván Pato Sánchez,PP,PP,P.S.O.E.,Lista más votada
05161,Navalperal de Pinares,765,Jose Luis Bartolome Herranz,PP,PP,APN,Lista más votada
05162,Navalperal de Tormes,87,Elena Custodio Herrero,CIN,CIN,-,Lista más votada
05163,Navaluenga,2135,Armando Garcia Cuenca,PP,PP,Cs,Lista más votada
05164,Navaquesera,22,María Natividad Rodríguez López,PP,PP,-,Lista más votada
05165,Navarredonda de Gredos,424,Jose Manuel Jimenez Gil,PP,PP,Cs,Lista más votada
05166,Navarredondilla,175,Juan Jose López Sánchez,PP,PP,P.S.O.E.,Lista más votada
05167,Navarrevisca,272,Leticia Sánchez Del Río,PSOE,PSOE,XAV,Lista más votada
05168,"Navas del Marqués, Las",5231,Javier Sastre Nieto,Cs,Cs,PP,Lista más votada
05169,Navatalgordo,243,Demetrio Sanchez Garcia,PP,PP,P.S.O.E.,Lista más votada
05170,Navatejares,55,Sofía García García,PSOE,PSOE,-,Lista más votada
05171,Neila de San Miguel,65,Jaime Muñoz Morales,PP,PP,-,Lista más votada
05172,Niharra,188,Carlos Jimenez Gomez,XAV,XAV,Cs,Lista más votada
05173,Ojos-Albos,82,Jesus Vazquez Vazquez,Cs,Cs,PP,Lista más votada
05174,Orbita,73,Maria Luz Gonzalez Muñoz,PP,PP,-,Lista más votada
05175,"Oso, El",149,Sergio Lopez Garcia,PP,PP,P.S.O.E.,Lista más votada
05176,Padiernos,280,Iván Martín Hernández,4,4,XAV,Lista más votada
05177,Pajares de Adaja,137,Jesus Caro Adanero,PSOE,PSOE,PP,Lista más votada
05178,Palacios de Goda,387,Francisco Martin Minguez,PP,PP,Cs,Lista más votada
05179,Papatrigo,228,Mariano Robles Morcillo,PP,PP,-,Lista más votada
05180,"Parral, El",61,Claudio Hernando Gómez,PP,PP,Cs,Lista más votada
05181,Pascualcobo,41,María Josefa Nieto Hernández,PP,PP,-,Lista más votada
05182,Pedro Bernardo,807,David Segovia Muñoz,XAV,XAV,PP,Lista más votada
05183,Pedro-Rodríguez,135,Sofio Canora Jimenez,PP,PP,P.S.O.E.,Lista más votada
05184,Peguerinos,273,Asuncion Martin Manzano,PP,PP,P.S.O.E.,Lista más votada
05185,Peñalba de Ávila,116,Hilario Pindado Rodriguez,PP,PP,-,Lista más votada
05186,Piedrahíta,1754,Federico Martín Blanco,PP,PP,P.S.O.E.,Lista más votada
05187,Piedralaves,2136,Maria Victoria Moreno Saugar,PP,PP,P.E.M.,Lista más votada
05188,Poveda,38,Juan Carlos Jiménez Pérez,PP,PP,P.S.O.E.,Lista más votada
05189,Poyales del Hoyo,428,Julita Martin Fernandez,PSOE,PSOE,PP,Lista más votada
05190,Pozanco,49,Raul Bermejo Mayoral,PP,PP,-,Lista más votada
05191,Pradosegar,104,Sergio García Martín,PSOE,PSOE,PP,Lista más votada
05192,Puerto Castilla,114,Juan Manuel López Gutierrez,PP,PP,-,Lista más votada
05193,Rasueros,168,Purificación Escribano Nieto,PP,PP,P.S.O.E.,Lista más votada
05194,Riocabado,131,Juan Carlos Casillas Martin,PP,PP,P.S.O.E.,Lista más votada
05195,Riofrío,196,Maria Del Pilar Galan Sanchez,PP,PP,P.S.O.E.,Lista más votada
05196,Rivilla de Barajas,67,Anselmo Tomás Sanz Coll,PSOE,PSOE,-,Lista más votada
