cod_ine,municipio,provincia,poblacion,partido_ganador,por_votos,color_ganador,color_code_ganador,alcalde,partido_alcalde,color_alcalde,color_code_alcalde,gobierna
25022,Alòs de Balaguer,Lleida,121,Junts,71.21,JUNTS,#00c4b2,Lluís Soldevila Cuadrat,Junts,JUNTS,#00c4b2,Lista más votada
25022,Alòs de Balaguer,Lleida,121,Junts,71.21,JUNTS,#00c4b2,Lluís Soldevila Cuadrat,Junts,JUNTS,#00c4b2,Lista más votada
25023,Alpicat,Lleida,6333,Junts,52.36,JUNTS,#00c4b2,Joan Gilart Escuer,Junts,JUNTS,#00c4b2,Lista más votada
25023,Alpicat,Lleida,6333,Junts,52.36,JUNTS,#00c4b2,Joan Gilart Escuer,Junts,JUNTS,#00c4b2,Lista más votada
25024,Alt Àneu,Lleida,441,ERC,52.3,ERC,#e5ab4b,Laura Tristán Duplà,ERC,ERC,#e5ab4b,Lista más votada
25025,Naut Aran,Lleida,1923,CDA-PNA,53.66,OTROS,#838677,César Ruiz-Canela Nieto,CDA-PNA,OTROS,#838677,Lista más votada
25027,Anglesola,Lleida,1350,Junts,66.95,JUNTS,#00c4b2,Carme Miró Solé,Junts,JUNTS,#00c4b2,Lista más votada
25027,Anglesola,Lleida,1350,Junts,66.95,JUNTS,#00c4b2,Carme Miró Solé,Junts,JUNTS,#00c4b2,Lista más votada
25029,Arbeca,Lleida,2100,ERC,49.73,ERC,#e5ab4b,Sergi Pelegrí Perera,ERC,ERC,#e5ab4b,Lista más votada
25030,El Pont de Bar,Lleida,163,Junts,46.59,JUNTS,#00c4b2,Rosa Andorrà Nicola,Junts,JUNTS,#00c4b2,Lista más votada
25030,El Pont de Bar,Lleida,163,Junts,46.59,JUNTS,#00c4b2,Rosa Andorrà Nicola,Junts,JUNTS,#00c4b2,Lista más votada
25031,Arres,Lleida,61,CDA-PNA,48.94,OTROS,#838677,Pedro Castet Farré,CDA-PNA,OTROS,#838677,Lista más votada
25032,Arsèguel,Lleida,80,ERC,50,ERC,#e5ab4b,Antonio Casanovas I Alis,ERC,ERC,#e5ab4b,Lista más votada
25033,Artesa de Lleida,Lleida,1505,Junts,41.34,JUNTS,#00c4b2,NA,NA,NA,NA,NA
25034,Artesa de Segre,Lleida,3470,APC,54.56,OTROS,#757f88,Francesc Puigpinós I Porta,APC,OTROS,#757f88,Lista más votada
25035,La Sentiu de Sió,Lleida,417,Junts,52.28,JUNTS,#00c4b2,Josep Torres I Flores,Junts,JUNTS,#00c4b2,Lista más votada
25035,La Sentiu de Sió,Lleida,417,Junts,52.28,JUNTS,#00c4b2,Josep Torres I Flores,Junts,JUNTS,#00c4b2,Lista más votada
25036,Aspa,Lleida,221,PSOE,59.14,PSOE,#da1f35,Fermin Masot Aymí,PSOE,PSOE,#da1f35,Lista más votada
25037,Les Avellanes i Santa Linya,Lleida,459,ERC,53.07,ERC,#e5ab4b,Lidia Ber Salmons,ERC,ERC,#e5ab4b,Lista más votada
25038,Aitona,Lleida,2521,ARA,61.97,ARA,#283680,Rosa Pujol Esteve,ARA,ARA,#283680,Lista más votada
25039,Baix Pallars,Lleida,345,Som Baix Pallars,65.47,OTROS,#7b8684,Ana Sentinella Amengual,Som Baix Pallars,OTROS,#7b8684,Lista más votada
25040,Balaguer,Lleida,17460,PSOE,28,PSOE,#da1f35,Lorena González Dios,PSOE,PSOE,#da1f35,Lista más votada
25041,Barbens,Lleida,979,ERC,84.3,ERC,#e5ab4b,Andreu Benet Castillo,ERC,ERC,#e5ab4b,Lista más votada
25042,La Baronia de Rialb,Lleida,229,Junts,71.55,JUNTS,#00c4b2,Antonio Reig Torné,Junts,JUNTS,#00c4b2,Lista más votada
25042,La Baronia de Rialb,Lleida,229,Junts,71.55,JUNTS,#00c4b2,Antonio Reig Torné,Junts,JUNTS,#00c4b2,Lista más votada
25043,La Vall de Boí,Lleida,1090,ERC,50.16,ERC,#e5ab4b,Sònia Bruguera Diego,ERC,ERC,#e5ab4b,Lista más votada
25044,Bassella,Lleida,223,Junts,75.17,JUNTS,#00c4b2,Cristina Barbens Casals,Junts,JUNTS,#00c4b2,Lista más votada
25044,Bassella,Lleida,223,Junts,75.17,JUNTS,#00c4b2,Cristina Barbens Casals,Junts,JUNTS,#00c4b2,Lista más votada
25045,Bausen,Lleida,66,AA-AM,42.86,OTROS,#7e877d,Alidé Sans Mas,AA-AM,OTROS,#7e877d,Lista más votada
25046,Belianes,Lleida,508,ERC,92.99,ERC,#e5ab4b,Maria Carme Culleré Llavoré,ERC,ERC,#e5ab4b,Lista más votada
25047,Bellcaire d'Urgell,Lleida,1229,ERC,53.02,ERC,#e5ab4b,Jaume Montfort Samà,ERC,ERC,#e5ab4b,Lista más votada
25048,Bell-lloc d'Urgell,Lleida,2342,ERC,49.02,ERC,#e5ab4b,Carles Palau Boté,ERC,ERC,#e5ab4b,Lista más votada
25049,Bellmunt d'Urgell,Lleida,178,ERC,66.13,ERC,#e5ab4b,Didac Garcia Miron,ERC,ERC,#e5ab4b,Lista más votada
25050,Bellpuig,Lleida,5168,ERC,44.4,ERC,#e5ab4b,Jordi Estiarte Berenguer,ERC,ERC,#e5ab4b,Lista más votada
25051,Bellver de Cerdanya,Lleida,2176,ERC,61.08,ERC,#e5ab4b,Eulalia Serra Domingo,ERC,ERC,#e5ab4b,Lista más votada
25052,Bellvís,Lleida,2243,ERC,52.65,ERC,#e5ab4b,Sílvia Escalé I Farrera,ERC,ERC,#e5ab4b,Lista más votada
25053,Benavent de Segrià,Lleida,1563,Junts,66.38,JUNTS,#00c4b2,Antoni Carré Cuadrat,Junts,JUNTS,#00c4b2,Lista más votada
25053,Benavent de Segrià,Lleida,1563,Junts,66.38,JUNTS,#00c4b2,Antoni Carré Cuadrat,Junts,JUNTS,#00c4b2,Lista más votada
25055,Biosca,Lleida,182,PSOE,62.61,PSOE,#da1f35,José Puig Rius,Junts,JUNTS,#00c4b2,Otro
25055,Biosca,Lleida,182,PSOE,62.61,PSOE,#da1f35,José Puig Rius,Junts,JUNTS,#00c4b2,Otro
25056,Bovera,Lleida,263,Junts,50,JUNTS,#00c4b2,Òscar Ricard Acero Giral,Junts,JUNTS,#00c4b2,Lista más votada
25056,Bovera,Lleida,263,Junts,50,JUNTS,#00c4b2,Òscar Ricard Acero Giral,Junts,JUNTS,#00c4b2,Lista más votada
25057,Es Bòrdes,Lleida,282,UA-PSC-CP,71.43,OTROS,#7f8879,Rosa Maria Mirat Marqués,UA-PSC-CP,OTROS,#7f8879,Lista más votada
25058,Les Borges Blanques,Lleida,6248,Junts,40.88,JUNTS,#00c4b2,NA,NA,NA,NA,NA
25059,Bossòst,Lleida,1121,UA-PSC-CP,41.87,OTROS,#7f8879,NA,NA,NA,NA,NA
25060,Cabanabona,Lleida,62,ERC,35.14,ERC,#e5ab4b,Lluís Clotet Oliva,Junts,JUNTS,#00c4b2,Otro
25060,Cabanabona,Lleida,62,ERC,35.14,ERC,#e5ab4b,Lluís Clotet Oliva,Junts,JUNTS,#00c4b2,Otro
25061,Cabó,Lleida,98,PSOE,56.76,PSOE,#da1f35,NA,NA,NA,NA,NA
25062,Camarasa,Lleida,786,ERC,54.28,ERC,#e5ab4b,Elisabet Lizaso Cantón,ERC,ERC,#e5ab4b,Lista más votada
25063,Canejan,Lleida,92,UA-PSC-CP,55.1,OTROS,#7f8879,Juan Carlos Lastera Alcalde,UA-PSC-CP,OTROS,#7f8879,Lista más votada
25064,Castellar de la Ribera,Lleida,135,Junts,57.33,JUNTS,#00c4b2,Maria Claustre Sunyer Cantons,Junts,JUNTS,#00c4b2,Lista más votada
25064,Castellar de la Ribera,Lleida,135,Junts,57.33,JUNTS,#00c4b2,Maria Claustre Sunyer Cantons,Junts,JUNTS,#00c4b2,Lista más votada
25067,Castelldans,Lleida,895,Junts,73.43,JUNTS,#00c4b2,Conrad Llovera Sala,Junts,JUNTS,#00c4b2,Lista más votada
25067,Castelldans,Lleida,895,Junts,73.43,JUNTS,#00c4b2,Conrad Llovera Sala,Junts,JUNTS,#00c4b2,Lista más votada
25068,Castellnou de Seana,Lleida,715,Junts,62.64,JUNTS,#00c4b2,Andreu Balagué Tiell,Junts,JUNTS,#00c4b2,Lista más votada
25068,Castellnou de Seana,Lleida,715,Junts,62.64,JUNTS,#00c4b2,Andreu Balagué Tiell,Junts,JUNTS,#00c4b2,Lista más votada
25069,Castelló de Farfanya,Lleida,508,ERC,74.32,ERC,#e5ab4b,Omar Noumri Coca,ERC,ERC,#e5ab4b,Lista más votada
25070,Castellserà,Lleida,961,Junts,64.55,JUNTS,#00c4b2,Marcel Pujol Coll,ERC,ERC,#e5ab4b,Otro
25071,Cava,Lleida,51,ERC,46.88,ERC,#e5ab4b,NA,NA,NA,NA,NA
25072,Cervera,Lleida,9393,PSOE,31.19,PSOE,#da1f35,NA,NA,NA,NA,NA
25073,Cervià de les Garrigues,Lleida,642,ERC,82.17,ERC,#e5ab4b,Mercè Rubió Carré,ERC,ERC,#e5ab4b,Lista más votada
25074,Ciutadilla,Lleida,190,ERC,61.65,ERC,#e5ab4b,Òscar Martínez Agustí,ERC,ERC,#e5ab4b,Lista más votada
25075,Clariana de Cardener,Lleida,162,Junts,55.65,JUNTS,#00c4b2,Íngrid Melero Casas,Junts,JUNTS,#00c4b2,Lista más votada
25075,Clariana de Cardener,Lleida,162,Junts,55.65,JUNTS,#00c4b2,Íngrid Melero Casas,Junts,JUNTS,#00c4b2,Lista más votada
25076,El Cogul,Lleida,151,C-XTU,55.21,OTROS,#7f7583,NA,NA,NA,NA,NA
25077,Coll de Nargó,Lleida,548,ERC,59.27,ERC,#e5ab4b,Martín Riera I Rovira,ERC,ERC,#e5ab4b,Lista más votada
25078,Corbins,Lleida,1462,ERC,90.28,ERC,#e5ab4b,Jordi Verdú Paijà,ERC,ERC,#e5ab4b,Lista más votada
25079,Cubells,Lleida,356,Junts,60.53,JUNTS,#00c4b2,Sebastia Boixadera I Bresco,Junts,JUNTS,#00c4b2,Lista más votada
25079,Cubells,Lleida,356,Junts,60.53,JUNTS,#00c4b2,Sebastia Boixadera I Bresco,Junts,JUNTS,#00c4b2,Lista más votada
25081,L'Espluga Calba,Lleida,331,TE-XTU,63.33,OTROS,#7f7583,Igor San Emeterio Roig,TE-XTU,OTROS,#7f7583,Lista más votada
25082,Espot,Lleida,377,ERC,69.91,ERC,#e5ab4b,Josep Maria Sebastia Canal,ERC,ERC,#e5ab4b,Lista más votada
25085,Estaràs,Lleida,169,Junts,70.41,JUNTS,#00c4b2,Jordi Duocastella Falip,Junts,JUNTS,#00c4b2,Lista más votada
25085,Estaràs,Lleida,169,Junts,70.41,JUNTS,#00c4b2,Jordi Duocastella Falip,Junts,JUNTS,#00c4b2,Lista más votada
25086,Esterri d'Àneu,Lleida,841,ERC,65.98,ERC,#e5ab4b,Pedro Tico I Domingo,ERC,ERC,#e5ab4b,Lista más votada
25087,Esterri de Cardós,Lleida,62,Junts,44.68,JUNTS,#00c4b2,Joel Orteu Aubach,Junts,JUNTS,#00c4b2,Lista más votada
25088,Estamariu,Lleida,128,Junts,50,JUNTS,#00c4b2,Mªpilar Melsió Bastida,Junts,JUNTS,#00c4b2,Lista más votada
25088,Estamariu,Lleida,128,Junts,50,JUNTS,#00c4b2,Mªpilar Melsió Bastida,Junts,JUNTS,#00c4b2,Lista más votada
25089,Farrera,Lleida,121,ERC,38.71,ERC,#e5ab4b,Joan Manuel Caselles Juanbaro,ERC,ERC,#e5ab4b,Lista más votada
25092,La Floresta,Lleida,154,ERC,50,ERC,#e5ab4b,Josep Ignasi Arrastia I Farré,ERC,ERC,#e5ab4b,Lista más votada
25093,Fondarella,Lleida,778,SF,59.54,OTROS,#7a7788,Francesc Xavier Acosta Garcia,SF,OTROS,#7a7788,Lista más votada
25094,Foradada,Lleida,191,Junts,61.22,JUNTS,#00c4b2,Maricel Segu I Peralba,Junts,JUNTS,#00c4b2,Lista más votada
25094,Foradada,Lleida,191,Junts,61.22,JUNTS,#00c4b2,Maricel Segu I Peralba,Junts,JUNTS,#00c4b2,Lista más votada
25096,La Fuliola,Lleida,1238,Junts,54.75,JUNTS,#00c4b2,Jaume Ferrer I Carrera,Junts,JUNTS,#00c4b2,Lista más votada
25096,La Fuliola,Lleida,1238,Junts,54.75,JUNTS,#00c4b2,Jaume Ferrer I Carrera,Junts,JUNTS,#00c4b2,Lista más votada
25097,Fulleda,Lleida,98,ERC,57.65,ERC,#e5ab4b,Jordi Arbós Gabarró,ERC,ERC,#e5ab4b,Lista más votada
25098,Gavet de la Conca,Lleida,261,Junts,70.37,JUNTS,#00c4b2,Xavier Badia Verdeny,Junts,JUNTS,#00c4b2,Lista más votada
25099,Golmés,Lleida,1893,ERC,59.19,ERC,#e5ab4b,Jordi Calvis Torrelles,ERC,ERC,#e5ab4b,Lista más votada
25100,Gósol,Lleida,233,ERC,51.68,ERC,#e5ab4b,Núria Lagé Alè,ERC,ERC,#e5ab4b,Lista más votada
25101,La Granadella,Lleida,724,ERC,44.63,ERC,#e5ab4b,Elena Llauradó Pomar,Junts,JUNTS,#00c4b2,Otro
25101,La Granadella,Lleida,724,ERC,44.63,ERC,#e5ab4b,Elena Llauradó Pomar,Junts,JUNTS,#00c4b2,Otro
25102,La Granja d'Escarp,Lleida,923,Junts,90.29,JUNTS,#00c4b2,Manel Solé Agustí,Junts,JUNTS,#00c4b2,Lista más votada
25102,La Granja d'Escarp,Lleida,923,Junts,90.29,JUNTS,#00c4b2,Manel Solé Agustí,Junts,JUNTS,#00c4b2,Lista más votada
25103,Granyanella,Lleida,136,Junts,55.14,JUNTS,#00c4b2,Jordi Porti Salvado,Junts,JUNTS,#00c4b2,Lista más votada
25103,Granyanella,Lleida,136,Junts,55.14,JUNTS,#00c4b2,Jordi Porti Salvado,Junts,JUNTS,#00c4b2,Lista más votada
25104,Granyena de Segarra,Lleida,157,Junts,55.79,JUNTS,#00c4b2,Francisco Capdevila Prat,Junts,JUNTS,#00c4b2,Lista más votada
25104,Granyena de Segarra,Lleida,157,Junts,55.79,JUNTS,#00c4b2,Francisco Capdevila Prat,Junts,JUNTS,#00c4b2,Lista más votada
25105,Granyena de les Garrigues,Lleida,147,Junts,48.15,JUNTS,#00c4b2,Montserrat Florensa Treserra,Junts,JUNTS,#00c4b2,Lista más votada
25105,Granyena de les Garrigues,Lleida,147,Junts,48.15,JUNTS,#00c4b2,Montserrat Florensa Treserra,Junts,JUNTS,#00c4b2,Lista más votada
25109,Guimerà,Lleida,261,Junts,90.91,JUNTS,#00c4b2,Salvador Balcells Busquets,Junts,JUNTS,#00c4b2,Lista más votada
25109,Guimerà,Lleida,261,Junts,90.91,JUNTS,#00c4b2,Salvador Balcells Busquets,Junts,JUNTS,#00c4b2,Lista más votada
25110,Guissona,Lleida,7390,Junts,57.96,JUNTS,#00c4b2,Jaume Ars Bosch,Junts,JUNTS,#00c4b2,Lista más votada
25110,Guissona,Lleida,7390,Junts,57.96,JUNTS,#00c4b2,Jaume Ars Bosch,Junts,JUNTS,#00c4b2,Lista más votada
25111,Guixers,Lleida,132,Junts,72.09,JUNTS,#00c4b2,Jordi Selga Feixas,Junts,JUNTS,#00c4b2,Lista más votada
25111,Guixers,Lleida,132,Junts,72.09,JUNTS,#00c4b2,Jordi Selga Feixas,Junts,JUNTS,#00c4b2,Lista más votada
25112,Ivars de Noguera,Lleida,327,ARA,83.54,ARA,#283680,Josep Magrí Mangues,ARA,ARA,#283680,Lista más votada
25113,Ivars d'Urgell,Lleida,1560,ERC,68.56,ERC,#e5ab4b,Joan Carles Sanchez Rico,ERC,ERC,#e5ab4b,Lista más votada
25114,Ivorra,Lleida,100,ERC,57.14,ERC,#e5ab4b,Jordi Ribalta Sala,ERC,ERC,#e5ab4b,Lista más votada
25115,Isona i Conca Dellà,Lleida,1057,Junts,51.85,JUNTS,#00c4b2,Jeannine Abella Chica,Junts,JUNTS,#00c4b2,Lista más votada
25118,Juncosa,Lleida,401,Junts,51.06,JUNTS,#00c4b2,Susana Vila Barrufet,Junts,JUNTS,#00c4b2,Lista más votada
25118,Juncosa,Lleida,401,Junts,51.06,JUNTS,#00c4b2,Susana Vila Barrufet,Junts,JUNTS,#00c4b2,Lista más votada
25119,Juneda,Lleida,3558,Junts,53.39,JUNTS,#00c4b2,Antoni Villas Miranda,Junts,JUNTS,#00c4b2,Lista más votada
25119,Juneda,Lleida,3558,Junts,53.39,JUNTS,#00c4b2,Antoni Villas Miranda,Junts,JUNTS,#00c4b2,Lista más votada
25120,Lleida,Lleida,140797,PSOE,27.45,PSOE,#da1f35,Fèlix Larrosa Piqué,PSOE,PSOE,#da1f35,Lista más votada
25121,Les,Lleida,970,UA-PSC-CP,63.31,OTROS,#7f8879,Andreu Cortés Labrid,UA-PSC-CP,OTROS,#7f8879,Lista más votada
25122,Linyola,Lleida,2723,Junts,51.26,JUNTS,#00c4b2,Xavier Alis I Moline,Junts,JUNTS,#00c4b2,Lista más votada
25122,Linyola,Lleida,2723,Junts,51.26,JUNTS,#00c4b2,Xavier Alis I Moline,Junts,JUNTS,#00c4b2,Lista más votada
25123,Lladorre,Lleida,254,ERC,87.16,ERC,#e5ab4b,Salvador Tomàs Bosch,ERC,ERC,#e5ab4b,Lista más votada
25124,Lladurs,Lleida,190,Junts,63.21,JUNTS,#00c4b2,Daniel Rovira Ciuró,Junts,JUNTS,#00c4b2,Lista más votada
25124,Lladurs,Lleida,190,Junts,63.21,JUNTS,#00c4b2,Daniel Rovira Ciuró,Junts,JUNTS,#00c4b2,Lista más votada
25125,Llardecans,Lleida,421,Junts,95.92,JUNTS,#00c4b2,Francesc Xavier Mor Farré,Junts,JUNTS,#00c4b2,Lista más votada
25125,Llardecans,Lleida,421,Junts,95.92,JUNTS,#00c4b2,Francesc Xavier Mor Farré,Junts,JUNTS,#00c4b2,Lista más votada
25126,Llavorsí,Lleida,343,ERC,79.37,ERC,#e5ab4b,Josep Vidal Bringué,ERC,ERC,#e5ab4b,Lista más votada
25127,Lles de Cerdanya,Lleida,286,ERC,92.56,ERC,#e5ab4b,Ester Castilla Manonelles,ERC,ERC,#e5ab4b,Lista más votada
25128,Llimiana,Lleida,146,Junts,61.63,JUNTS,#00c4b2,Maria Jose Perez Sierra,Junts,JUNTS,#00c4b2,Lista más votada
25129,Llobera,Lleida,202,ERC,40.46,ERC,#e5ab4b,Maria Dolors Caelles Colell,ERC,ERC,#e5ab4b,Lista más votada
25130,Maldà,Lleida,234,Junts,52.67,JUNTS,#00c4b2,Josep Batlle Martorell,Junts,JUNTS,#00c4b2,Lista más votada
25130,Maldà,Lleida,234,Junts,52.67,JUNTS,#00c4b2,Josep Batlle Martorell,Junts,JUNTS,#00c4b2,Lista más votada
25131,Massalcoreig,Lleida,589,ERC,98.19,ERC,#e5ab4b,Josep Maria Vallés I Vallés,ERC,ERC,#e5ab4b,Lista más votada
25132,Massoteres,Lleida,220,ERC,49.14,ERC,#e5ab4b,Ramon Martí Montraveta,Junts,JUNTS,#00c4b2,Otro
25132,Massoteres,Lleida,220,ERC,49.14,ERC,#e5ab4b,Ramon Martí Montraveta,Junts,JUNTS,#00c4b2,Otro
25133,Maials,Lleida,911,Junts,46.49,JUNTS,#00c4b2,David Masot Florensa,Junts,JUNTS,#00c4b2,Lista más votada
25133,Maials,Lleida,911,Junts,46.49,JUNTS,#00c4b2,David Masot Florensa,Junts,JUNTS,#00c4b2,Lista más votada
25134,Menàrguens,Lleida,774,PSOE,46.14,PSOE,#da1f35,Llorenç Ros Medina,PSOE,PSOE,#da1f35,Lista más votada
25135,Miralcamp,Lleida,1364,Junts,67.91,JUNTS,#00c4b2,Melcior Claramunt Farrán,Junts,JUNTS,#00c4b2,Lista más votada
25135,Miralcamp,Lleida,1364,Junts,67.91,JUNTS,#00c4b2,Melcior Claramunt Farrán,Junts,JUNTS,#00c4b2,Lista más votada
25136,La Molsosa,Lleida,99,Junts,77.94,JUNTS,#00c4b2,Marià Torrà Montraveta,Junts,JUNTS,#00c4b2,Lista más votada
25136,La Molsosa,Lleida,99,Junts,77.94,JUNTS,#00c4b2,Marià Torrà Montraveta,Junts,JUNTS,#00c4b2,Lista más votada
25137,Mollerussa,Lleida,14730,ARA,19.94,ARA,#283680,NA,NA,NA,NA,NA
25138,Montgai,Lleida,647,ERC,68.11,ERC,#e5ab4b,Jaume Gilabert Torruella,ERC,ERC,#e5ab4b,Lista más votada
25139,Montellà i Martinet,Lleida,615,ERC,89.69,ERC,#e5ab4b,Roser Bombardó I Bagaria,ERC,ERC,#e5ab4b,Lista más votada
25140,Montferrer i Castellbò,Lleida,1083,Junts,67.21,JUNTS,#00c4b2,Albert Marquet Lacaya,Junts,JUNTS,#00c4b2,Lista más votada
25140,Montferrer i Castellbò,Lleida,1083,Junts,67.21,JUNTS,#00c4b2,Albert Marquet Lacaya,Junts,JUNTS,#00c4b2,Lista más votada
25141,Montoliu de Segarra,Lleida,180,ERC,50,ERC,#e5ab4b,Eva Bonet Baqué,ERC,ERC,#e5ab4b,Lista más votada
25142,Montoliu de Lleida,Lleida,494,ERC,55.76,ERC,#e5ab4b,Eduard Murgó I Ballespí,ERC,ERC,#e5ab4b,Lista más votada
25143,Montornès de Segarra,Lleida,92,PSOE,57.53,PSOE,#da1f35,Dionís Oña Martín,PSOE,PSOE,#da1f35,Lista más votada
25145,Nalec,Lleida,95,Junts,46.77,JUNTS,#00c4b2,Maria Asunción Susi Sansó García,Junts,JUNTS,#00c4b2,Lista más votada
25145,Nalec,Lleida,95,Junts,46.77,JUNTS,#00c4b2,Maria Asunción Susi Sansó García,Junts,JUNTS,#00c4b2,Lista más votada
25146,Navès,Lleida,305,Junts,92.62,JUNTS,#00c4b2,Josep Maria Casafont Augé,Junts,JUNTS,#00c4b2,Lista más votada
25146,Navès,Lleida,305,Junts,92.62,JUNTS,#00c4b2,Josep Maria Casafont Augé,Junts,JUNTS,#00c4b2,Lista más votada
25148,Odèn,Lleida,252,AM,41.18,ERC,#e5ab4b,NA,NA,NA,NA,NA
25149,Oliana,Lleida,1849,Junts,49.85,JUNTS,#00c4b2,Ricard Pérez Llordes,Junts,JUNTS,#00c4b2,Lista más votada
25149,Oliana,Lleida,1849,Junts,49.85,JUNTS,#00c4b2,Ricard Pérez Llordes,Junts,JUNTS,#00c4b2,Lista más votada
25150,Oliola,Lleida,196,Junts,48.52,JUNTS,#00c4b2,Santiago Cisquella I Finestres,Junts,JUNTS,#00c4b2,Lista más votada
25150,Oliola,Lleida,196,Junts,48.52,JUNTS,#00c4b2,Santiago Cisquella I Finestres,Junts,JUNTS,#00c4b2,Lista más votada
25151,Olius,Lleida,985,Junts,52.79,JUNTS,#00c4b2,Marta Comitre Sala,Junts,JUNTS,#00c4b2,Lista más votada
25151,Olius,Lleida,985,Junts,52.79,JUNTS,#00c4b2,Marta Comitre Sala,Junts,JUNTS,#00c4b2,Lista más votada
25152,Les Oluges,Lleida,166,Junts,61.73,JUNTS,#00c4b2,Josep Maria Mallol Gabarró,Junts,JUNTS,#00c4b2,Lista más votada
25152,Les Oluges,Lleida,166,Junts,61.73,JUNTS,#00c4b2,Josep Maria Mallol Gabarró,Junts,JUNTS,#00c4b2,Lista más votada
25153,Els Omellons,Lleida,198,ERC,72.87,ERC,#e5ab4b,Jordi Gaya Masana,ERC,ERC,#e5ab4b,Lista más votada
25154,Els Omells de na Gaia,Lleida,127,Junts,59.26,JUNTS,#00c4b2,Delfí Escoté Salla,Junts,JUNTS,#00c4b2,Lista más votada
