cod_ine,municipio,provincia,poblacion,partido_ganador,por_votos,color_ganador,color_code_ganador,alcalde,partido_alcalde,color_alcalde,color_code_alcalde,gobierna
02045,Madrigueras,Albacete,4644,PSOE,42.22,PSOE,#da1f35,NA,NA,NA,NA,NA
02046,Mahora,Albacete,1430,PP,61.92,PP,#009ade,Antonio Martinez Gomez,PP,PP,#009ade,Lista más votada
02047,Masegoso,Albacete,114,PP,60.71,PP,#009ade,Pedro Iniesta Cuerda,PP,PP,#009ade,Lista más votada
02048,Minaya,Albacete,1442,PP,61.2,PP,#009ade,Juan Jose Grande Gonzalez,PP,PP,#009ade,Lista más votada
02049,Molinicos,Albacete,837,PSOE,80.87,PSOE,#da1f35,María Dolores Serrano Gutiérrez,PSOE,PSOE,#da1f35,Lista más votada
02050,Montalvos,Albacete,88,PP,49.3,PP,#009ade,Jose Angel Fragoso Motos,PP,PP,#009ade,Lista más votada
02051,Montealegre del Castillo,Albacete,2056,AM,37.24,ERC,#e5ab4b,NA,NA,NA,NA,NA
02052,Motilleja,Albacete,660,PSOE,54.11,PSOE,#da1f35,Antonio Francisco Armero Gómez,PSOE,PSOE,#da1f35,Lista más votada
02053,Munera,Albacete,3422,PSOE,57.91,PSOE,#da1f35,Desiderio Martinez Martinez,PSOE,PSOE,#da1f35,Lista más votada
02054,Navas de Jorquera,Albacete,528,PP,68.34,PP,#009ade,Maria De Los Dolores Murcia Perez,PP,PP,#009ade,Lista más votada
02055,Nerpio,Albacete,1180,PSOE,80.67,PSOE,#da1f35,José Antonio Gómez Moreno,PSOE,PSOE,#da1f35,Lista más votada
02056,Ontur,Albacete,1934,PSOE,51.08,PSOE,#da1f35,Jesús López Higuera,PSOE,PSOE,#da1f35,Lista más votada
02057,Ossa de Montiel,Albacete,2215,Somos el Camio,37.82,OTROS,#778188,Alejandro Chilléron Mora,Somos el Camio,OTROS,#778188,Lista más votada
02058,Paterna del Madera,Albacete,329,PP,56.41,PP,#009ade,Rocio Garcia Torres,PP,PP,#009ade,Lista más votada
02059,Peñascosa,Albacete,323,IU,73.86,IU,#930011,Pedro Rodríguez Corcoles,IU,IU,#930011,Lista más votada
02060,Peñas de San Pedro,Albacete,1433,PP,69.28,PP,#009ade,Antonio Serrano Aguilar,PP,PP,#009ade,Lista más votada
02061,Pétrola,Albacete,663,PP,69.03,PP,#009ade,Enriqueta Hoyos Cantos,PP,PP,#009ade,Lista más votada
02062,Povedilla,Albacete,388,PSOE,68.86,PSOE,#da1f35,Francisco Vaquerizo Camacho,PSOE,PSOE,#da1f35,Lista más votada
02063,Pozohondo,Albacete,1569,PSOE,44.21,PSOE,#da1f35,Julia Sánchez Gómez,PSOE,PSOE,#da1f35,Lista más votada
02064,Pozo-Lorente,Albacete,391,PSOE,63.07,PSOE,#da1f35,María De Los Llanos Valero Hernández,PSOE,PSOE,#da1f35,Lista más votada
02065,Pozuelo,Albacete,461,PSOE,50.9,PSOE,#da1f35,Gregorio Moreno López,PSOE,PSOE,#da1f35,Lista más votada
02066,La Recueja,Albacete,221,PP,60.34,PP,#009ade,Maria Llanos Haya Lopez,PP,PP,#009ade,Lista más votada
02067,Riópar,Albacete,1318,PSOE,60.5,PSOE,#da1f35,Federico Moreno Sanchez,PSOE,PSOE,#da1f35,Lista más votada
02068,Robledo,Albacete,385,PP,75.26,PP,#009ade,Cristian Cuerda Gonzalez,PP,PP,#009ade,Lista más votada
02069,La Roda,Albacete,15497,PSOE,53.94,PSOE,#da1f35,Juan Ramon Amores Garcia,PSOE,PSOE,#da1f35,Lista más votada
02070,Salobre,Albacete,438,PSOE,71.34,PSOE,#da1f35,Francisco Martínez García,PSOE,PSOE,#da1f35,Lista más votada
02071,San Pedro,Albacete,1142,PSOE,67.09,PSOE,#da1f35,Daniel Sancha Cañadas,PSOE,PSOE,#da1f35,Lista más votada
02072,Socovos,Albacete,1743,PP,47.01,PP,#009ade,Francisco Garcia Martinez,PP,PP,#009ade,Lista más votada
02073,Tarazona de la Mancha,Albacete,6183,PSOE,49.08,PSOE,#da1f35,Miguel Zamora Saiz,PSOE,PSOE,#da1f35,Lista más votada
02074,Tobarra,Albacete,7758,PP,38.14,PP,#009ade,NA,NA,NA,NA,NA
02075,Valdeganga,Albacete,1919,PSOE,58.59,PSOE,#da1f35,Fermin Gomez Sarrion,PP,PP,#009ade,Otro
02076,Vianos,Albacete,313,PSOE,61.6,PSOE,#da1f35,Aurelia Sánchez Navarro,PSOE,PSOE,#da1f35,Lista más votada
02077,Villa de Ves,Albacete,60,PP,67.39,PP,#009ade,Juan Garcia Moyano,PP,PP,#009ade,Lista más votada
02078,Villalgordo del Júcar,Albacete,1072,PSOE,49.93,PSOE,#da1f35,Jose Luis Martinez Cano,PSOE,PSOE,#da1f35,Lista más votada
02079,Villamalea,Albacete,4000,PP,47.96,PP,#009ade,Jose Nuñez Perez,PP,PP,#009ade,Lista más votada
02080,Villapalacios,Albacete,555,PP,64.34,PP,#009ade,Jose Pajares Linares,PP,PP,#009ade,Lista más votada
02081,Villarrobledo,Albacete,24886,PP,48.1,PP,#009ade,Simon Valentin Bueno Vargas,PP,PP,#009ade,Lista más votada
02082,Villatoya,Albacete,106,PSOE,60.98,PSOE,#da1f35,María Llanos Sánchez Collado,PSOE,PSOE,#da1f35,Lista más votada
02083,Villavaliente,Albacete,202,PP,47.78,PP,#009ade,Luis Miguel Gil Roselló,PSOE,PSOE,#da1f35,Otro
02084,Villaverde de Guadalimar,Albacete,321,PSOE,45.5,PSOE,#da1f35,Pilar Marin Gomera,Cs,CS,#da5b1f,Otro
02085,Viveros,Albacete,335,AIV,41.98,OTROS,#757a88,NA,NA,NA,NA,NA
02086,Yeste,Albacete,2495,PP,49.36,PP,#009ade,Santiago Alarcon Lozano,PP,PP,#009ade,Lista más votada
02901,Pozo Cañada,Albacete,2763,PSOE,62.39,PSOE,#da1f35,Francisco García Alcaraz,PSOE,PSOE,#da1f35,Lista más votada
03001,L'Atzúbia,Alicante,616,IAF,65.62,OTROS,#7f8879,Maria Oltra Vidal,IAF,OTROS,#7f8879,Lista más votada
03002,Agost,Alicante,4948,PP,54.56,PP,#009ade,Juan José Castelló Molina,PP,PP,#009ade,Lista más votada
03003,Agres,Alicante,589,PP,47.6,PP,#009ade,NA,NA,NA,NA,NA
03004,Aigües,Alicante,1085,PSOE,67.55,PSOE,#da1f35,Emilio Jose Solbes Villo,PSOE,PSOE,#da1f35,Lista más votada
03005,Albatera,Alicante,12864,PP,61.11,PP,#009ade,Ana Iluminada Serna Garcia,PP,PP,#009ade,Lista más votada
03006,Alcalalí,Alicante,1349,Compromís,55.43,COMPROMÍS,#e07c2c,NA,NA,NA,NA,NA
03007,Alcocer de Planes,Alicante,254,EMPATE,46.26,OTROS,#82757f,Maria Ballesteros Fajardo,PSOE,PSOE,#da1f35,Otro
03008,Alcoleja,Alicante,196,PSOE,58.33,PSOE,#da1f35,Gema Baldó Crespo,PSOE,PSOE,#da1f35,Lista más votada
03009,Alcoy/Alcoi,Alicante,58960,PSOE,29.71,PSOE,#da1f35,Antonio Alfonso Francés Pérez,PSOE,PSOE,#da1f35,Lista más votada
03010,Alfafara,Alicante,417,GXA,57.43,OTROS,#7d8781,Antonio Cloquell Tudela,GXA,OTROS,#7d8781,Lista más votada
03011,L'Alfàs del Pi,Alicante,20668,PSOE,64.42,PSOE,#da1f35,Vicente Arques Cortés,PSOE,PSOE,#da1f35,Lista más votada
03012,Algorfa,Alicante,3513,PSOE,67.13,PSOE,#da1f35,Manuel Ivan Ros Rodes,PSOE,PSOE,#da1f35,Lista más votada
03013,Algueña,Alicante,1351,PSOE,50.71,PSOE,#da1f35,Sergio Ramirez Ruiz,PSOE,PSOE,#da1f35,Lista más votada
03014,Alicante/Alacant,Alicante,338577,PP,40.74,PP,#009ade,Luis Jose Barcala Sierra,PP,PP,#009ade,Lista más votada
03015,Almoradí,Alicante,21401,PP,51.62,PP,#009ade,María Gómez García,PP,PP,#009ade,Lista más votada
03016,Almudaina,Alicante,112,PP,55.13,PP,#009ade,Pau Navarro Giner,PP,PP,#009ade,Lista más votada
03017,L'Alqueria d'Asnar,Alicante,489,PSOE,48.16,PSOE,#da1f35,César Palmer Ais,Compromís,COMPROMÍS,#e07c2c,Otro
03017,L'Alqueria d'Asnar,Alicante,489,PSOE,48.16,PSOE,#da1f35,César Palmer Ais,Compromís,COMPROMÍS,#e07c2c,Otro
03018,Altea,Alicante,23010,Compromís,38.08,COMPROMÍS,#e07c2c,Diego Zaragozi Llorens,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03019,Aspe,Alicante,21191,Podemos,43.88,PODEMOS,#b865c1,Antonio Puerto Garcia,Podemos,PODEMOS,#b865c1,Lista más votada
03020,Balones,Alicante,126,PSOE,71.43,PSOE,#da1f35,Juan Tomas Bou Perez,PSOE,PSOE,#da1f35,Lista más votada
03021,Banyeres de Mariola,Alicante,7201,Compromís,41.73,COMPROMÍS,#e07c2c,Josep Sempere I Castelló,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03021,Banyeres de Mariola,Alicante,7201,Compromís,41.73,COMPROMÍS,#e07c2c,Josep Sempere I Castelló,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03022,Benasau,Alicante,171,PP,52,PP,#009ade,Raúl Dalmau Aliaga,PP,PP,#009ade,Lista más votada
03023,Beneixama,Alicante,1705,PSOE,44.05,PSOE,#da1f35,Vicente Ibáñez Cruz,PSOE,PSOE,#da1f35,Lista más votada
03024,Benejúzar,Alicante,5480,PP,43.7,PP,#009ade,Vicente Cases Sanz,PP,PP,#009ade,Lista más votada
03025,Benferri,Alicante,1955,PSOE,59.48,PSOE,#da1f35,Luis Vicente Mateo,PSOE,PSOE,#da1f35,Lista más votada
03026,Beniarbeig,Alicante,2267,PSOE,63.18,PSOE,#da1f35,Juan Jose Mas Escriva,PSOE,PSOE,#da1f35,Lista más votada
03027,Beniardá,Alicante,218,PSOE,47.81,PSOE,#da1f35,Rafaela Llorens Cepas,PSOE,PSOE,#da1f35,Lista más votada
03028,Beniarrés,Alicante,1078,PP,50.25,PP,#009ade,Francisco Sellés Sanchis,PP,PP,#009ade,Lista más votada
03029,Benigembla,Alicante,512,PSOE,73.91,PSOE,#da1f35,María Trinidad Torres Moll,PSOE,PSOE,#da1f35,Lista más votada
03030,Benidoleig,Alicante,1232,PSOE,47.39,PSOE,#da1f35,Pedro Antonio Segui Caselles,PSOE,PSOE,#da1f35,Lista más votada
03031,Benidorm,Alicante,69738,PP,57.03,PP,#009ade,Antonio Perez Perez,PP,PP,#009ade,Lista más votada
03032,Benifallim,Alicante,106,PP,53.93,PP,#009ade,José Carlos Barrachina Bernabeu,PP,PP,#009ade,Lista más votada
03033,Benifato,Alicante,139,PP,71.26,PP,#009ade,David Blanes Fraces,PP,PP,#009ade,Lista más votada
03034,Benijófar,Alicante,3427,PP,76.86,PP,#009ade,Luis Rodríguez Pérez,PP,PP,#009ade,Lista más votada
03035,Benilloba,Alicante,740,PSOE,51.91,PSOE,#da1f35,Jose Ramon Marti Domenech,PSOE,PSOE,#da1f35,Lista más votada
03036,Benillup,Alicante,108,PP,64.29,PP,#009ade,Javier Navarro Adrián,PP,PP,#009ade,Lista más votada
03037,Benimantell,Alicante,499,PSOE,66.44,PSOE,#da1f35,Jose Manuel Andreu Rocamora,PSOE,PSOE,#da1f35,Lista más votada
03038,Benimarfull,Alicante,410,PP,52.26,PP,#009ade,Manuel Juan Belda Perez,PP,PP,#009ade,Lista más votada
03039,Benimassot,Alicante,93,PP,69.77,PP,#009ade,Ismael Molines Garcia,PP,PP,#009ade,Lista más votada
03040,Benimeli,Alicante,419,UPB,86.57,OTROS,#838677,Jose Lull Llopis,UPB,OTROS,#838677,Lista más votada
03041,Benissa,Alicante,11871,PP,48.93,PP,#009ade,Arturo Poquet Ribes,PP,PP,#009ade,Lista más votada
03042,"Benitachell/Poble Nou de Benitatxell, el",Alicante,4687,Compromís,57.33,COMPROMÍS,#e07c2c,Miguel Angel Garcia Buigues,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03043,Biar,Alicante,3612,PP,50.48,PP,#009ade,Mª Magdalena Martínez Martínez,PP,PP,#009ade,Lista más votada
03044,Bigastro,Alicante,7130,PP,57.99,PP,#009ade,Teresa María Belmonte Sánchez,PP,PP,#009ade,Lista más votada
03045,Bolulla,Alicante,413,PP,62.71,PP,#009ade,Adrián Martínez Calafat,PP,PP,#009ade,Lista más votada
03046,Busot,Alicante,3343,PP,72.24,PP,#009ade,Alejandro Morant Climent,PP,PP,#009ade,Lista más votada
03047,Calp,Alicante,24096,PP,31.16,PP,#009ade,Ana Maria Sala Fernandez,Som Calp,OTROS,#778188,Otro
03048,Callosa d'en Sarrià,Alicante,7653,PP,32.61,PP,#009ade,Andres Molina Ferrandiz,PP,PP,#009ade,Lista más votada
03049,Callosa de Segura,Alicante,19315,PP,34.97,PP,#009ade,Manuel Martínez Sirvent,PP,PP,#009ade,Lista más votada
03050,El Campello,Alicante,29409,PP,31.98,PP,#009ade,Juan Jose Berenguer Alcobendas,PP,PP,#009ade,Lista más votada
03051,El Campo de Mirra/El Camp de Mirra,Alicante,433,PP,68.69,PP,#009ade,Juan José Espadas Guerola,PP,PP,#009ade,Lista más votada
03052,Cañada,Alicante,1191,PP,61.45,PP,#009ade,Rafael Serrano Revert,PP,PP,#009ade,Lista más votada
03053,Castalla,Alicante,11097,PP,43.44,PP,#009ade,Jesus Lopez Blanco,PP,PP,#009ade,Lista más votada
03054,Castell de Castells,Alicante,426,FEPAL,69.09,OTROS,#7a7788,Vicente Tomas Estalrich,FEPAL,OTROS,#7a7788,Lista más votada
03055,Catral,Alicante,8976,PP,63.48,PP,#009ade,Joaquin Lucas Ferrandez,PP,PP,#009ade,Lista más votada
03056,Cocentaina,Alicante,11298,PP,33.55,PP,#009ade,Jordi Pla Valor,Compromís,COMPROMÍS,#e07c2c,Otro
03056,Cocentaina,Alicante,11298,PP,33.55,PP,#009ade,Jordi Pla Valor,Compromís,COMPROMÍS,#e07c2c,Otro
03057,Confrides,Alicante,282,PP,55.9,PP,#009ade,Rubén Picó Vaquer,PP,PP,#009ade,Lista más votada
03058,Cox,Alicante,7431,PP,65.52,PP,#009ade,Antonio Jose Bernabeu Santo,PP,PP,#009ade,Lista más votada
03059,Crevillent,Alicante,29881,Compromís,38.76,COMPROMÍS,#e07c2c,Lourdes Aznar Miralles,PP,PP,#009ade,Otro
03060,Quatretondeta,Alicante,133,PSOE,56.82,PSOE,#da1f35,Alejandro Montava Martínez,PSOE,PSOE,#da1f35,Lista más votada
03061,Daya Nueva,Alicante,1758,Cs,37.93,CS,#da5b1f,Pablo Girona Garcia,PSOE,PSOE,#da1f35,Otro
03062,Daya Vieja,Alicante,683,Compromís,53.21,COMPROMÍS,#e07c2c,José Vicente Fernández Costa,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03063,Dénia,Alicante,43899,PSOE,38.37,PSOE,#da1f35,Vicente Grimalt Boronat,PSOE,PSOE,#da1f35,Lista más votada
03064,Dolores,Alicante,7799,PSOE,50.17,PSOE,#da1f35,Jose Joaquin Hernández Saez,PSOE,PSOE,#da1f35,Lista más votada
03065,Elche/Elx,Alicante,235580,PSOE,38.67,PSOE,#da1f35,Pablo Ruiz Villanueva,PP,PP,#009ade,Otro
03066,Elda,Alicante,52297,PSOE,44.47,PSOE,#da1f35,Rubén Alfaro Bernabé,PSOE,PSOE,#da1f35,Lista más votada
03067,Facheca,Alicante,104,PSOE,66.32,PSOE,#da1f35,Ismael Vidal Soneira,PSOE,PSOE,#da1f35,Lista más votada
03068,Famorca,Alicante,48,PP,60,PP,#009ade,Vicente Antonio Ruiz Rodríguez,PP,PP,#009ade,Lista más votada
03069,Finestrat,Alicante,7909,PP,73.44,PP,#009ade,Juan Francisco Pérez Llorca,PP,PP,#009ade,Lista más votada
03070,Formentera del Segura,Alicante,4446,PP,68.25,PP,#009ade,Francisco Cano Murcia,PP,PP,#009ade,Lista más votada
03071,Gata de Gorgos,Alicante,6364,PP,43.47,PP,#009ade,Josep Francesc Signes Costa,Compromís,COMPROMÍS,#e07c2c,Otro
03071,Gata de Gorgos,Alicante,6364,PP,43.47,PP,#009ade,Josep Francesc Signes Costa,Compromís,COMPROMÍS,#e07c2c,Otro
03072,Gaianes,Alicante,548,Compromís,55.43,COMPROMÍS,#e07c2c,Agustín Martínez Torregrosa,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03072,Gaianes,Alicante,548,Compromís,55.43,COMPROMÍS,#e07c2c,Agustín Martínez Torregrosa,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03073,Gorga,Alicante,270,PSOE,63.59,PSOE,#da1f35,Blas Calbo Ferrándiz,PSOE,PSOE,#da1f35,Lista más votada
03074,Granja de Rocamora,Alicante,2626,PSOE,52.79,PSOE,#da1f35,José Manuel Nadal Rocamora,PSOE,PSOE,#da1f35,Lista más votada
03075,El Castell de Guadalest,Alicante,258,PP,81.99,PP,#009ade,Joan Gadea Pons,PP,PP,#009ade,Lista más votada
03076,Guardamar del Segura,Alicante,16138,PSOE,51.92,PSOE,#da1f35,Jose Luis Saez Pastor,PSOE,PSOE,#da1f35,Lista más votada
03077,El Fondó de les Neus/El Hondón de las Nieves,Alicante,2684,PP,58.24,PP,#009ade,Carmen Sellés Prieto,PP,PP,#009ade,Lista más votada
03078,Hondón de los Frailes,Alicante,1261,PP,72.55,PP,#009ade,Eleuterio Jover García,PP,PP,#009ade,Lista más votada
03079,Ibi,Alicante,23677,PP,37.74,PP,#009ade,Sergio Carrasco Martinez,PSOE,PSOE,#da1f35,Otro
03080,Jacarilla,Alicante,2039,PP,52.66,PP,#009ade,Andrés Moñino Bascuñana,PP,PP,#009ade,Lista más votada
03081,Xaló,Alicante,2931,Compromís,55.24,COMPROMÍS,#e07c2c,Joan Miquel Garces Font,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03081,Xaló,Alicante,2931,Compromís,55.24,COMPROMÍS,#e07c2c,Joan Miquel Garces Font,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03082,Jávea/Xàbia,Alicante,28731,PSOE,34.91,PSOE,#da1f35,Jose Francisco Chulvi Español,PSOE,PSOE,#da1f35,Lista más votada
03083,Jijona/Xixona,Alicante,6860,PSOE,41.56,PSOE,#da1f35,Isabel Lopez Galera,PSOE,PSOE,#da1f35,Lista más votada
03084,Lorcha/L'Orxa,Alicante,565,PP,61.81,PP,#009ade,Juan Pablo Pinar Mas,PP,PP,#009ade,Lista más votada
03085,Llíber,Alicante,967,PP,64.78,PP,#009ade,Jose Juan Reus Reus,PP,PP,#009ade,Lista más votada
03086,Millena,Alicante,243,PSOE,59.87,PSOE,#da1f35,Cesar Francisco Garcia Bonet,PSOE,PSOE,#da1f35,Lista más votada
03088,Monforte del Cid,Alicante,8619,Podemos,37.81,PODEMOS,#b865c1,Juan José Hernández Rico,Podemos,PODEMOS,#b865c1,Lista más votada
03089,Monóvar/Monòver,Alicante,12387,PSOE,45.72,PSOE,#da1f35,Lorenzo Amat Poveda,PSOE,PSOE,#da1f35,Lista más votada
03090,Mutxamel,Alicante,26192,PP,38.48,PP,#009ade,Rafael Garcia Berenguer,PP,PP,#009ade,Lista más votada
03091,Murla,Alicante,540,PP,78.44,PP,#009ade,Juan Fernando Giner Riera,PP,PP,#009ade,Lista más votada
03092,Muro de Alcoy,Alicante,9303,Compromís,32.87,COMPROMÍS,#e07c2c,Vicent Molina Perona,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03092,Muro de Alcoy,Alicante,9303,Compromís,32.87,COMPROMÍS,#e07c2c,Vicent Molina Perona,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03093,Novelda,Alicante,25592,PSOE,57.73,PSOE,#da1f35,Francisco José Martínez Alted,PSOE,PSOE,#da1f35,Lista más votada
03094,La Nucia,Alicante,18624,PP,64.14,PP,#009ade,Bernabe Cano Garcia,PP,PP,#009ade,Lista más votada
03095,Ondara,Alicante,7085,PP,38.92,PP,#009ade,Jose Ramiro Pastor,PSOE,PSOE,#da1f35,Otro
03096,Onil,Alicante,7580,PP,41.85,PP,#009ade,Jaime Pascual Berenguer Pastor,PP,PP,#009ade,Lista más votada
03097,Orba,Alicante,2348,Compromís,51.66,COMPROMÍS,#e07c2c,Juan Ignacio Cervera Arbona,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03097,Orba,Alicante,2348,Compromís,51.66,COMPROMÍS,#e07c2c,Juan Ignacio Cervera Arbona,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03098,Orxeta,Alicante,812,Vox,45.62,VOX,#69a93b,Jaime Miguel Lloret Llorca,PP,PP,#009ade,Otro
03099,Orihuela,Alicante,80784,PP,38.62,PP,#009ade,Jose Vegara Dura,PP,PP,#009ade,Lista más votada
03100,Parcent,Alicante,997,JXP,77.68,OTROS,#757a88,Joan Ripoll Mora,JXP,OTROS,#757a88,Lista más votada
03101,Pedreguer,Alicante,8280,Compromís,45.66,COMPROMÍS,#e07c2c,Sergi Ferrus Peris,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03101,Pedreguer,Alicante,8280,Compromís,45.66,COMPROMÍS,#e07c2c,Sergi Ferrus Peris,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03102,Pego,Alicante,10295,PSOE,41.78,PSOE,#da1f35,Enrique Moll Briones,PSOE,PSOE,#da1f35,Lista más votada
03103,Penàguila,Alicante,287,PSOE,46.08,PSOE,#da1f35,Salvador Catala Pico,PSOE,PSOE,#da1f35,Lista más votada
03104,Petrer,Alicante,33978,PSOE,46.29,PSOE,#da1f35,Irene Navarro Díaz,PSOE,PSOE,#da1f35,Lista más votada
03105,El Pinós/Pinoso,Alicante,8084,PSOE,57.25,PSOE,#da1f35,Lázaro Azorín Salar,PSOE,PSOE,#da1f35,Lista más votada
03106,Planes,Alicante,695,PP,59.3,PP,#009ade,Francisco Javier Sendra Mengual,PP,PP,#009ade,Lista más votada
03107,Polop,Alicante,5186,PSOE,41.64,PSOE,#da1f35,Jose Luis Susmozas Ferris,PP,PP,#009ade,Otro
03109,Rafal,Alicante,4634,PSOE,60.69,PSOE,#da1f35,Manuel Pineda Cuenca,PSOE,PSOE,#da1f35,Lista más votada
03110,El Ràfol d'Almúnia,Alicante,731,Compromís,50,COMPROMÍS,#e07c2c,Estefania Rovira Miralles,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03110,El Ràfol d'Almúnia,Alicante,731,Compromís,50,COMPROMÍS,#e07c2c,Estefania Rovira Miralles,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03111,Redován,Alicante,8123,PP,59.45,PP,#009ade,Manuela Ruiz Peral,PP,PP,#009ade,Lista más votada
03112,Relleu,Alicante,1171,PP,79.45,PP,#009ade,Lino Antonio Pascual Carbonell,PP,PP,#009ade,Lista más votada
03113,Rojales,Alicante,16943,PSOE,49.61,PSOE,#da1f35,Antonio Perez Garcia,PSOE,PSOE,#da1f35,Lista más votada
03114,La Romana,Alicante,2605,PSOE,49.96,PSOE,#da1f35,Nelson Romero Pastor,PSOE,PSOE,#da1f35,Lista más votada
03115,Sagra,Alicante,435,GPC-FEPAL,71.56,OTROS,#7d8781,Maria Teresa Rosello Puig,GPC-FEPAL,OTROS,#7d8781,Lista más votada
03116,Salinas,Alicante,1678,PP,63.11,PP,#009ade,Isidro Monzó Pérez,PP,PP,#009ade,Lista más votada
03117,Sanet y Negrals,Alicante,734,SANET-FEPAL,59.43,OTROS,#838677,Joaquin Gavila Mengual,SANET-FEPAL,OTROS,#838677,Lista más votada
03118,San Fulgencio,Alicante,9091,PSOE,42.97,PSOE,#da1f35,Jose Maria Ballester Sansano,PP,PP,#009ade,Otro
03119,Sant Joan d'Alacant,Alicante,24450,PP,38.19,PP,#009ade,Santiago Roman Gomez,PP,PP,#009ade,Lista más votada
03120,San Miguel de Salinas,Alicante,6659,PSOE,43.69,PSOE,#da1f35,Juan Dios Fresneda Arquero,PSOE,PSOE,#da1f35,Lista más votada
03121,Santa Pola,Alicante,36174,PP,48.06,PP,#009ade,Maria Loreto Serrano Pomares,PP,PP,#009ade,Lista más votada
03122,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,59138,PP,31.81,PP,#009ade,Jose Rafael Pascual Llopis,PP,PP,#009ade,Lista más votada
03123,Sax,Alicante,9988,PP,46.3,PP,#009ade,Laura Estevan Antolin,PP,PP,#009ade,Lista más votada
03124,Sella,Alicante,592,AES,74.05,OTROS,#888575,María Del Milagro Llinares Fenollar,AES,OTROS,#888575,Lista más votada
03125,Senija,Alicante,623,Som Senija,52.5,OTROS,#7b8684,Josefa Argudo Ferrer,Som Senija,OTROS,#7b8684,Lista más votada
03127,Tàrbena,Alicante,624,IPT-FEPAL,64.48,OTROS,#838677,Francisco Javier Molines Sifre,IPT-FEPAL,OTROS,#838677,Lista más votada
03128,Teulada,Alicante,11944,PP,43.13,PP,#009ade,Vicente Raul Llobell Signes,PP,PP,#009ade,Lista más votada
03129,Tibi,Alicante,1731,PSOE,45.4,PSOE,#da1f35,Jose Luis Candela Galiano,PSOE,PSOE,#da1f35,Lista más votada
03130,Tollos,Alicante,30,PP,54.55,PP,#009ade,Fèlix Frau Seguí,PP,PP,#009ade,Lista más votada
03131,Tormos,Alicante,332,PP,52.34,PP,#009ade,Geronimo Bermudez Lara,PP,PP,#009ade,Lista más votada
03132,Torremanzanas/la Torre de les Maçanes,Alicante,683,PP,42.67,PP,#009ade,NA,NA,NA,NA,NA
03133,Torrevieja,Alicante,83547,PP,55.56,PP,#009ade,Eduardo Jorge Dolón Sánchez,PP,PP,#009ade,Lista más votada
03134,La Vall d'Alcalà,Alicante,164,PSOE,47.73,PSOE,#da1f35,Pablo Martinez Sarch,PSOE,PSOE,#da1f35,Lista más votada
03135,La Vall d'Ebo,Alicante,219,Compromís,52.44,COMPROMÍS,#e07c2c,Sara Moll Montaner,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03135,La Vall d'Ebo,Alicante,219,Compromís,52.44,COMPROMÍS,#e07c2c,Sara Moll Montaner,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03136,Vall de Gallinera,Alicante,579,AGV,80.81,OTROS,#82757f,Ignasi Mora Bataller,AGV,OTROS,#82757f,Lista más votada
03137,La Vall de Laguar,Alicante,890,Compromís,65.98,COMPROMÍS,#e07c2c,Juan Carlos Mengual Mengual,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03137,La Vall de Laguar,Alicante,890,Compromís,65.98,COMPROMÍS,#e07c2c,Juan Carlos Mengual Mengual,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03138,El Verger,Alicante,4986,Compromís,28.38,COMPROMÍS,#e07c2c,NA,NA,NA,NA,NA
03139,Villajoyosa/La Vila Joiosa,Alicante,34828,PP,37.84,PP,#009ade,Marcos Enrique Zaragoza Mayor,PP,PP,#009ade,Lista más votada
03140,Villena,Alicante,33969,PP,39.98,PP,#009ade,Fulgencio Jose Cerdan Barcelo,PSOE,PSOE,#da1f35,Otro
03901,Els Poblets,Alicante,2735,Compromís,35.25,COMPROMÍS,#e07c2c,José Luis Mas Sola,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03901,Els Poblets,Alicante,2735,Compromís,35.25,COMPROMÍS,#e07c2c,José Luis Mas Sola,Compromís,COMPROMÍS,#e07c2c,Lista más votada
03902,Pilar de la Horadada,Alicante,22949,PP,60.12,PP,#009ade,José María Pérez Sánchez,PP,PP,#009ade,Lista más votada
03903,Los Montesinos,Alicante,5217,PSOE,64.04,PSOE,#da1f35,Jose Manuel Butron Sanchez,PSOE,PSOE,#da1f35,Lista más votada
