indicativo,fecha_falsa,Máxima (media),Mínima (media),Máxima (umbral inferior),Máxima (umbral superior),Mínima (umbral inferior),Mínima (umbral superior),Máxima,Mínima,estacion,provincia,diferencia
9069C,2024-07-28,29.47868852845386,14.06328687450513,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-07-31,NA,NA,22.91076609476877,36.32110762896596,10.469355776492993,17.573094874552947,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-02,29.613632555991376,14.0846128081025,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-05,NA,NA,22.986299605734857,36.52270516391226,10.30914374439972,17.688357560804416,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-07,29.713094567632595,14.064487136742317,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-09,NA,NA,23.115192880683296,36.70526863924915,10.03089870982588,17.776693817100664,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-11,29.86602949871323,13.996111284495036,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-13,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-14,NA,NA,23.200466506371516,36.846656422899336,9.663207813360998,17.799711946085264,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-15,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-16,29.980486634440236,13.863538056919335,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-18,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-19,NA,NA,23.007669666078357,36.77937239909655,9.330759432966444,17.609046215860896,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-20,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-21,29.844781270117213,13.63370728738578,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-22,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-23,NA,NA,22.640099388378474,36.64611958371213,8.95950509225092,17.273527613407147,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-24,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-25,29.596136307301947,13.32119049722016,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-26,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-27,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-28,NA,NA,22.191051611493243,36.276858055272626,8.607443916858333,16.915348280507736,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-29,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-30,29.197543996765855,12.99292621741039,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-08-31,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-01,NA,NA,21.49193884526983,35.499078881306765,8.367495942796058,16.410540003779616,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-02,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-03,28.447342794299,12.636662269938803,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-04,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-05,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-06,NA,NA,20.68954363960595,34.522236493208425,8.134511571673784,15.845888373819031,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-07,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-08,27.550038136147347,12.241333647683552,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-09,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-10,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-11,NA,NA,20.15660320327501,33.534362937464124,7.7806263659751265,15.476951623831646,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-12,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-13,26.867472201705976,11.84059191152494,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-14,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-15,NA,NA,19.761718956974292,32.35679382805144,7.3924466628369805,15.17891525634274,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-16,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-17,26.240358655891203,11.417973514286404,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-18,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-19,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-20,NA,NA,19.30672958083995,31.278539991279064,6.886107203608646,14.933560436318782,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-21,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-22,25.573321500671028,10.982014368793545,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-23,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-24,NA,NA,18.831821410201705,30.27897285830485,6.178862876272817,14.9052290822096,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-25,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-26,24.868846485717366,10.557909724636486,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-27,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-28,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-29,NA,NA,18.31608543766903,29.307875899554265,5.392719097880571,14.910316115058432,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-09-30,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-01,24.12725696038757,10.118062909696626,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-02,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-03,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-04,NA,NA,17.61052553299194,28.58695607644503,4.568343731801361,14.64467096265349,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-05,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-06,23.330439081004428,9.588782601372,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-07,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-08,NA,NA,16.787731117694506,28.1328822077586,3.569230099345932,14.270289350561486,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-09,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-10,22.518149809318267,8.970407347177533,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-11,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-12,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-13,NA,NA,15.937968604058566,27.468558002227137,2.8019446744474905,13.831456683966485,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-14,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-15,21.62658254486274,8.417073514499272,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-16,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-17,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-18,NA,NA,14.92489314557018,26.52903482331676,2.412717871670772,13.253388633482317,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-19,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-20,20.52320120800977,7.978918286666141,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-21,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-22,NA,NA,13.862767011705085,25.47972778235387,2.1296788304783565,12.618348899347613,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-23,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-24,19.35514935835556,7.562785911959545,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-26,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-27,NA,NA,13.037059008963542,24.23928392588603,1.869793852628108,12.041722799530756,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-28,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-29,18.33088321833687,7.13935542580077,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-30,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-10-31,NA,NA,12.365072384723058,22.769136085049674,1.7913956991852888,11.435142748583631,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-02,17.361630010079953,6.756837963047306,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-03,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-04,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-05,NA,NA,11.618941409251033,21.428546123299,1.5287108734572168,10.872143236325622,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-06,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-07,16.40424096664436,6.306539155148682,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-09,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-10,NA,NA,10.699231073769058,20.041607780205897,0.9040838002429388,10.377890033320991,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-11,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-12,15.321322477109772,5.711410792739353,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-13,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-14,NA,NA,9.74526691492658,18.71376289072187,0.2249621036205432,9.90223596674834,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-15,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-16,14.247534254676562,5.0931430465252046,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-17,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-18,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-19,NA,NA,8.80543644091588,17.817461272261717,-0.3110271641228104,9.40323419679892,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-20,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-21,13.364434358401136,4.523894199060697,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-22,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-23,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-24,NA,NA,7.808613349579705,17.20180347723497,-0.8817467395521243,8.902959441800673,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-25,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-26,12.582299958393667,3.9247612925002513,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-27,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-28,NA,NA,6.993986831777275,16.67588890287105,-1.3619259629128273,8.467865208736114,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-29,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-11-30,11.950447111034933,3.457336135940559,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-01,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-02,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-03,NA,NA,6.363743773368332,16.260080007203626,-1.7037683197687563,8.103109252684176,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-04,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-05,11.480366719521294,3.1601269199683264,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-06,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-07,NA,NA,5.84070506812012,15.93787026628686,-2.0026708600334007,7.76678535405347,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-08,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-09,11.109406365746578,2.9150048215014084,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-10,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-11,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-12,NA,NA,5.426651257771882,15.640361183781236,-2.310564058261921,7.441794501232264,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-13,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-14,10.79768328750144,2.660586513081072,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-15,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-16,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-17,NA,NA,5.114019422239062,15.426143572412403,-2.5823619553321007,7.14466809307641,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-18,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-19,10.576727782498269,2.4486737703418555,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-20,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-21,NA,NA,4.921356289840412,15.282149511948218,-2.8492007992145103,6.879827319831205,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-22,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-23,10.45334728699835,2.269577223332,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-24,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-25,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-26,NA,NA,4.851825350711612,15.202262877251169,-3.1226567915010506,6.64381978698207,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-27,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-28,10.425551559645664,2.1139196699947944,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-29,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-30,NA,NA,NA,NA,NA,NA,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
9069C,2024-12-31,NA,NA,4.898154758339689,15.194519777065118,-3.3864011535080776,6.43554915311425,NA,NA,Miranda de Ebro,Burgos,9.238686603462249
1363X,2024-01-01,NA,NA,7.638200495693663,14.015517015709923,-1.6429644709010292,9.361218311406365,11.2,5.8,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-02,11.442418534845848,3.5042124844023546,NA,NA,NA,NA,14.3,11,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-03,NA,NA,NA,NA,NA,NA,12.6,7.8,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-04,NA,NA,NA,NA,NA,NA,10.6,6.3,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-05,NA,NA,7.440148171575012,13.788940161850102,-1.4335797913710686,9.223601292726784,8.1,3.6,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-06,11.0594123459833,3.611363515991493,NA,NA,NA,NA,8.6,1,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-07,NA,NA,NA,NA,NA,NA,10.4,-0.9,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-08,NA,NA,NA,NA,NA,NA,4,-1.5,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-09,NA,NA,NA,NA,NA,NA,8.5,-0.1,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-10,NA,NA,7.289852893919702,13.689076932499136,-1.257677995759099,9.089965448574686,9.3,4.2,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-11,10.77873494759266,3.690184438314837,NA,NA,NA,NA,7.3,-0.5,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-12,NA,NA,NA,NA,NA,NA,9.8,-0.1,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-13,NA,NA,NA,NA,NA,NA,11,3.5,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-14,NA,NA,7.1826960574324366,13.723930598467096,-1.123199743825909,8.961066576661445,15.5,9.7,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-15,10.604153210334731,3.731864597329356,NA,NA,NA,NA,14.6,9.9,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-16,NA,NA,NA,NA,NA,NA,15.1,9,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-17,NA,NA,NA,NA,NA,NA,14.5,11.2,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-18,NA,NA,NA,NA,NA,NA,12,5.8,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-19,NA,NA,7.123547661255733,13.889449015430184,-1.0241695263501465,8.830824266703658,9.9,2.4,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-20,10.534155079757625,3.740515398716574,NA,NA,NA,NA,11.5,-2.2,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-21,NA,NA,NA,NA,NA,NA,13.7,5.7,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-24,NA,NA,7.1240985731626765,14.171575902126014,-0.9447722162240426,8.701336991754891,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-25,10.5629512887986,3.736305391676967,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-28,NA,NA,7.18547636958352,14.623222850232963,-0.9147422621048408,8.599242792188408,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-29,10.723957132028644,3.703788053772014,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-02,NA,NA,7.298578657450854,15.192074653785966,-0.909737030514995,8.499289173783527,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-03,10.982772941897773,3.651757086667496,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-06,NA,NA,7.457251104187497,15.825254262856276,-0.9129918242265884,8.335719029107143,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-07,11.305004641846963,3.5607362011638077,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-11,NA,NA,7.663876088269961,16.57127423744591,-0.9596751528813028,8.088137861535674,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-12,11.720871589480764,3.3841390121421635,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-16,NA,NA,7.925352306619347,17.320342790524883,-0.930475878531728,7.907136362152006,15.8,5,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-17,12.165835119455616,3.3207638840439984,NA,NA,NA,NA,18.5,3.6,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-18,NA,NA,NA,NA,NA,NA,15.8,6.5,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-19,NA,NA,NA,NA,NA,NA,17.2,4.7,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-20,NA,NA,8.375883265206236,18.17214331447622,-0.8013136707823574,7.764912633632782,20.9,5.3,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-21,12.747468390439913,3.4119502230711363,NA,NA,NA,NA,14.8,6.4,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-22,NA,NA,NA,NA,NA,NA,13.7,5,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-23,NA,NA,NA,NA,NA,NA,8.4,3.9,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-24,NA,NA,NA,NA,NA,NA,11.7,4.7,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-25,NA,NA,8.839423121062458,19.039586570220248,-0.6501112095590428,7.652307764747418,12.8,7.6,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-26,13.352088963562442,3.5398384420043363,NA,NA,NA,NA,9.9,4.8,As Pontes,A Coruña,1.6356061570622487
1363X,2024-02-27,NA,NA,NA,NA,NA,NA,10.7,4.4,As Pontes,A Coruña,1.6356061570622487
