indicativo,fecha_falsa,Máxima (media),Mínima (media),Máxima (umbral inferior),Máxima (umbral superior),Mínima (umbral inferior),Mínima (umbral superior),Máxima,Mínima,estacion,provincia,diferencia
2048A,2024-10-19,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-10-20,19.22439178946645,4.6248432593302296,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-10-21,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-10-22,NA,NA,11.665910177278771,24.2033829761602,-2.263958613253865,9.47165837595852,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-10-23,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-10-24,17.989031658609612,4.326334128996224,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-10-25,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-10-26,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-10-27,NA,NA,10.481824927015737,23.22248898543883,-2.731496065614686,8.944908769040055,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-10-28,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-10-29,16.87288869873594,3.776615043806035,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-10-30,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-10-31,NA,NA,9.306907827962704,22.179534424418954,-3.20633265369501,8.324306952450009,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-01,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-02,15.770424433136348,3.0568527978229936,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-03,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-04,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-05,NA,NA,8.27153406704951,21.106313971305507,-3.745164988374696,7.741093118660065,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-06,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-07,14.718208189611122,2.347405154470499,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-09,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-10,NA,NA,7.442222028589047,19.81541025799291,-4.477252919931072,7.188454081278748,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-11,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-12,13.6143886717342,1.531308832843696,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-13,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-14,NA,NA,6.72623426214178,18.502207840760896,-5.2397078078504125,6.620109650081022,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-15,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-16,12.54749708484956,0.7083956345259318,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-17,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-18,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-19,NA,NA,6.059481678951445,17.412173484524608,-5.862326686388048,6.0226289209963735,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-20,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-21,11.659342836263615,0.10119665577863346,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-22,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-23,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-24,NA,NA,5.479939135198654,16.36256534518473,-6.4731912298899745,5.404466066627417,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-25,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-26,10.865977681409026,-0.4113061940518273,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-27,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-28,NA,NA,4.974578735873699,15.530679882376589,-7.000110231187631,4.899504105785836,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-29,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-11-30,10.224496317775955,-0.8629884243712221,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-01,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-02,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-03,NA,NA,4.522647956657746,14.890135774160354,-7.434435976395028,4.502192930442479,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-04,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-05,9.727255905448231,-1.241036619913931,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-06,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-07,NA,NA,4.156268171894533,14.440078373197863,-7.79843297952814,4.164812673787992,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-08,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-09,9.359675436942704,-1.5674529940371895,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-10,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-11,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-12,NA,NA,3.904911079499877,14.24096819645403,-8.08896227652337,3.886041112739335,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-13,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-14,9.129519276552202,-1.869430306489456,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-15,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-16,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-17,NA,NA,3.747323400821114,14.238906786997578,-8.308476456773422,3.6657820094873426,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-18,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-19,9.028865602148908,-2.1217035512868887,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-20,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-21,NA,NA,3.6929757746125538,14.453680036121904,-8.465747905405621,3.524336558489822,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-22,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-23,9.0682368646959,-2.333800289832916,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-24,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-25,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-26,NA,NA,3.741883686353272,14.89549238550001,-8.560823930921922,3.464726108555885,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-27,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-28,9.24989044109375,-2.5103931694253228,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-29,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-30,NA,NA,NA,NA,NA,NA,NA,NA,Morón de Almazán,Soria,6.562194048226424
2048A,2024-12-31,NA,NA,3.8888891055139063,15.553210225410696,-8.590198595110845,3.478023738157943,NA,NA,Morón de Almazán,Soria,6.562194048226424
C129V,2024-01-01,NA,NA,21.636194267939494,23.220321159751908,15.62692471519791,18.441497910417073,23.7,17.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-02,22.438712798469776,17.05350574122202,NA,NA,NA,NA,24.1,20,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-03,NA,NA,NA,NA,NA,NA,24.3,19.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-04,NA,NA,NA,NA,NA,NA,24.4,17.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-05,NA,NA,21.15118985269452,23.579336066142755,15.41943448221214,18.293116375489905,24.4,19.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-06,22.258224733898743,16.856581021979014,NA,NA,NA,NA,24.1,17.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-07,NA,NA,NA,NA,NA,NA,23.6,17.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-08,NA,NA,NA,NA,NA,NA,23.8,18.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-09,NA,NA,NA,NA,NA,NA,24.1,19.4,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-10,NA,NA,20.723120104063028,23.87870231972465,15.222083779447516,18.16601502218808,24.6,19.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-11,22.09410990731809,16.679088309667726,NA,NA,NA,NA,24.7,19.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-12,NA,NA,NA,NA,NA,NA,23.9,20.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-13,NA,NA,NA,NA,NA,NA,23.7,21.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-14,NA,NA,20.350034103666083,24.115202655128087,15.02770166661029,18.063608305171257,23.3,20.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-15,21.94548250553498,16.51982398622085,NA,NA,NA,NA,22.9,18.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-16,NA,NA,NA,NA,NA,NA,24,21,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-17,NA,NA,NA,NA,NA,NA,22.8,18.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-18,NA,NA,NA,NA,NA,NA,21.8,17.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-19,NA,NA,20.03442947032546,24.288553973508645,14.840502190833192,17.983545319984927,22.8,16.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-20,21.813459065079112,16.37918443377742,NA,NA,NA,NA,23.1,17.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-21,NA,NA,NA,NA,NA,NA,22.1,18.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-22,NA,NA,NA,NA,NA,NA,22,18.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-23,NA,NA,NA,NA,NA,NA,25.9,18.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-24,NA,NA,19.779827761549925,24.405294105995964,14.673911643571095,17.91857964345011,24.4,17.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-25,21.69885191536087,16.25924742183771,NA,NA,NA,NA,25.6,19.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-26,NA,NA,NA,NA,NA,NA,26,19.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-27,NA,NA,NA,NA,NA,NA,25.5,19.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-28,NA,NA,19.578907837272055,24.449318815118072,14.494306782324855,17.873635333823344,25.4,18.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-29,21.59189425916238,16.149749937524017,NA,NA,NA,NA,24.8,17.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-30,NA,NA,NA,NA,NA,NA,24.6,17,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-01-31,NA,NA,NA,NA,NA,NA,23.9,17.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-01,NA,NA,NA,NA,NA,NA,26.8,17.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-02,NA,NA,19.43743226922856,24.437905726397787,14.333992467035973,17.84560659213218,24.9,18.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-03,21.5028779156452,16.060971398425846,NA,NA,NA,NA,24.4,18.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-04,NA,NA,NA,NA,NA,NA,25.9,18.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-05,NA,NA,NA,NA,NA,NA,24.6,18.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-06,NA,NA,19.3779702418183,24.36486647628486,14.2431459595571,17.830808920738704,25.1,18.4,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-07,21.448209011026393,16.008332942509156,NA,NA,NA,NA,25.6,18.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-08,NA,NA,NA,NA,NA,NA,25,18.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-09,NA,NA,NA,NA,NA,NA,24.8,20.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-10,NA,NA,NA,NA,NA,NA,23,19.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-11,NA,NA,19.409955303832486,24.191145758537218,14.204610223288013,17.837674784866252,22.7,17.4,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-12,21.425856240186462,15.98797446993365,NA,NA,NA,NA,24.4,18.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-13,NA,NA,NA,NA,NA,NA,24.1,18.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-14,NA,NA,NA,NA,NA,NA,24.1,18.4,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-15,NA,NA,NA,NA,NA,NA,24.5,17.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-16,NA,NA,19.470325609071928,24.07459107578047,14.20784259213625,17.85862643335378,23.4,17.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-17,21.42678654495539,15.999524747419652,NA,NA,NA,NA,23.5,18.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-18,NA,NA,NA,NA,NA,NA,22.9,19.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-19,NA,NA,NA,NA,NA,NA,23.9,19.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-20,NA,NA,19.618421526322916,24.000338487583665,14.30276868980464,17.903411956280802,23.4,19,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-21,21.460665288994708,16.069876451520624,NA,NA,NA,NA,23.4,17.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-22,NA,NA,NA,NA,NA,NA,23.3,17.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-23,NA,NA,NA,NA,NA,NA,23.5,17.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-24,NA,NA,NA,NA,NA,NA,22.6,17.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-25,NA,NA,19.790271654877483,23.9305352284466,14.41397333395889,17.943778624256993,23.3,18.4,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-26,21.511009955050437,16.15083866271029,NA,NA,NA,NA,22.7,16.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-27,NA,NA,NA,NA,NA,NA,21.6,17.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-28,NA,NA,NA,NA,NA,NA,22.4,17,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-02-29,NA,NA,NA,NA,NA,NA,21.9,17.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-01,NA,NA,19.894502534693057,23.900676352623123,14.459042755291575,17.95782959561017,21.6,16.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-02,NA,NA,NA,NA,NA,NA,22.5,16.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-03,21.568161866137448,16.202911145867496,NA,NA,NA,NA,22.8,16.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-04,NA,NA,NA,NA,NA,NA,23.2,17.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-05,NA,NA,19.982000862449496,23.93950866522552,14.4997049910272,17.97593560364647,23.5,18,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-06,NA,NA,NA,NA,NA,NA,23.4,17,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-07,21.65186710708447,16.272369456524203,NA,NA,NA,NA,24.5,16,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-08,NA,NA,NA,NA,NA,NA,21.7,17.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-09,NA,NA,NA,NA,NA,NA,23.7,16.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-10,NA,NA,20.058629859436365,23.89445729355891,14.533577873926165,17.967881696285502,23.9,16.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-11,NA,NA,NA,NA,NA,NA,23.7,16.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-12,21.713149369678963,16.307354534212646,NA,NA,NA,NA,22,16.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-13,NA,NA,NA,NA,NA,NA,22.4,18.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-14,NA,NA,20.09152196696941,23.673159514579584,14.471799934523936,17.88150482314175,23.9,16.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-15,NA,NA,NA,NA,NA,NA,24.6,18.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-16,21.727943720984733,16.246964920603602,NA,NA,NA,NA,24.1,17.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-17,NA,NA,NA,NA,NA,NA,23.9,18.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-18,NA,NA,NA,NA,NA,NA,24.1,18.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-19,NA,NA,20.133660249922865,23.456325083021493,14.425495739934878,17.801569052960456,23.5,18.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-20,NA,NA,NA,NA,NA,NA,23.4,17.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-21,21.751534555849204,16.18980139191948,NA,NA,NA,NA,23.1,17.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-22,NA,NA,NA,NA,NA,NA,22.1,16.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-23,NA,NA,NA,NA,NA,NA,22,16.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-24,NA,NA,20.24693148335764,23.382899607970757,14.545705781833105,17.800184176115955,22.5,15.4,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-25,NA,NA,NA,NA,NA,NA,23.9,15.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-26,21.8276060375526,16.228380698613194,NA,NA,NA,NA,21.7,16.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-27,NA,NA,NA,NA,NA,NA,21,14.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-28,NA,NA,20.399715319909113,23.34146797132976,14.780625968469478,17.81447017877509,22.7,16,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-29,NA,NA,NA,NA,NA,NA,22.1,16.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-30,21.923416291173833,16.304584027897175,NA,NA,NA,NA,23.1,17.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-03-31,NA,NA,NA,NA,NA,NA,23.9,18.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-01,NA,NA,NA,NA,NA,NA,23.2,17,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-02,NA,NA,20.55651724899976,23.406087154121327,14.997554318679,17.884593535428085,23,17.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-03,NA,NA,NA,NA,NA,NA,24.2,18,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-04,22.04264893738328,16.421141487446853,NA,NA,NA,NA,23.9,17,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-05,NA,NA,NA,NA,NA,NA,24.5,16.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-06,NA,NA,NA,NA,NA,NA,23.3,19.1,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-07,NA,NA,20.732530131097672,23.66715996751915,15.243188756561423,18.063412529457207,23.5,17.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-08,NA,NA,NA,NA,NA,NA,25.2,16.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-09,22.20569629376296,16.615217623885563,NA,NA,NA,NA,23.3,18.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-10,NA,NA,NA,NA,NA,NA,24.1,18.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-11,NA,NA,20.911253740877875,23.965671018548377,15.480905470875436,18.264892484772624,26.8,19.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-12,NA,NA,NA,NA,NA,NA,30.1,21.7,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-13,22.380960093774505,16.824661963827666,NA,NA,NA,NA,25.1,19.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-14,NA,NA,NA,NA,NA,NA,25.6,18.4,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-15,NA,NA,NA,NA,NA,NA,26.3,19,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-16,NA,NA,21.07092571349479,24.163970201225624,15.628283768470853,18.392293441841737,27.4,19.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-17,NA,NA,NA,NA,NA,NA,27.1,19.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-18,22.53940298200406,16.98372786665063,NA,NA,NA,NA,25.7,19.6,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-19,NA,NA,NA,NA,NA,NA,24.1,18.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-20,NA,NA,21.23208482902948,24.362400281813397,15.725314254367532,18.491695921635085,24.9,18.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-21,NA,NA,NA,NA,NA,NA,24.9,19.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-22,22.705329509413964,17.13434958042249,NA,NA,NA,NA,24.7,19.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-23,NA,NA,NA,NA,NA,NA,25.2,19.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-24,NA,NA,NA,NA,NA,NA,25.7,19.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-25,NA,NA,21.40285887343467,24.56032315680461,15.883282931964214,18.660518397829605,24.3,19.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-26,NA,NA,NA,NA,NA,NA,23.9,18.5,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-27,22.882290186975663,17.31865161870196,NA,NA,NA,NA,23.1,17.4,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-28,NA,NA,NA,NA,NA,NA,23.7,17.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-29,NA,NA,NA,NA,NA,NA,23.7,16.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-04-30,NA,NA,21.565594947322612,24.748681145531098,16.065705923667494,18.913810535396212,24.2,18.3,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-01,NA,NA,NA,NA,NA,NA,24.6,18.8,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-02,23.06720361687995,17.533029290746967,NA,NA,NA,NA,24,19.2,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
C129V,2024-05-03,NA,NA,NA,NA,NA,NA,24,17.9,Fuencaliente,Sta. Cruz de Tenerife,8.92438377834339
