cod_ine,mun_norm,prov_norm,ccaa_norm,municipio,provincia,ccaa
10048,carrascalejo,caceres,extremadura,Carrascalejo,Cáceres,Extremadura
10049,casar-de-caceres,caceres,extremadura,Casar de Cáceres,Cáceres,Extremadura
10050,casar-de-palomero,caceres,extremadura,Casar de Palomero,Cáceres,Extremadura
10051,casares-de-las-hurdes,caceres,extremadura,Casares de las Hurdes,Cáceres,Extremadura
10052,casas-de-don-antonio,caceres,extremadura,Casas de Don Antonio,Cáceres,Extremadura
10053,casas-de-don-gomez,caceres,extremadura,Casas de Don Gómez,Cáceres,Extremadura
10056,casas-de-millan,caceres,extremadura,Casas de Millán,Cáceres,Extremadura
10057,casas-de-miravete,caceres,extremadura,Casas de Miravete,Cáceres,Extremadura
10054,casas-del-castanar,caceres,extremadura,Casas del Castañar,Cáceres,Extremadura
10055,casas-del-monte,caceres,extremadura,Casas del Monte,Cáceres,Extremadura
10058,casatejada,caceres,extremadura,Casatejada,Cáceres,Extremadura
10059,casillas-de-coria,caceres,extremadura,Casillas de Coria,Cáceres,Extremadura
10060,castanar-de-ibor,caceres,extremadura,Castañar de Ibor,Cáceres,Extremadura
10061,ceclavin,caceres,extremadura,Ceclavín,Cáceres,Extremadura
10062,cedillo,caceres,extremadura,Cedillo,Cáceres,Extremadura
10063,cerezo,caceres,extremadura,Cerezo,Cáceres,Extremadura
10064,cilleros,caceres,extremadura,Cilleros,Cáceres,Extremadura
28046,collado-mediano,madrid,madrid,Collado Mediano,Madrid,Madrid
10066,conquista-de-la-sierra,caceres,extremadura,Conquista de la Sierra,Cáceres,Extremadura
10067,coria,caceres,extremadura,Coria,Cáceres,Extremadura
10068,cuacos-de-yuste,caceres,extremadura,Cuacos de Yuste,Cáceres,Extremadura
10069,la-cumbre,caceres,extremadura,La Cumbre,Cáceres,Extremadura
10070,deleitosa,caceres,extremadura,Deleitosa,Cáceres,Extremadura
10071,descargamaria,caceres,extremadura,Descargamaría,Cáceres,Extremadura
10072,eljas,caceres,extremadura,Eljas,Cáceres,Extremadura
10073,escurial,caceres,extremadura,Escurial,Cáceres,Extremadura
10075,fresnedoso-de-ibor,caceres,extremadura,Fresnedoso de Ibor,Cáceres,Extremadura
10076,galisteo,caceres,extremadura,Galisteo,Cáceres,Extremadura
10077,garciaz,caceres,extremadura,Garciaz,Cáceres,Extremadura
10079,garganta-la-olla,caceres,extremadura,Garganta la Olla,Cáceres,Extremadura
10078,la-garganta,caceres,extremadura,La Garganta,Cáceres,Extremadura
10080,gargantilla,caceres,extremadura,Gargantilla,Cáceres,Extremadura
10081,garguera,caceres,extremadura,Gargüera,Cáceres,Extremadura
10082,garrovillas-de-alconetar,caceres,extremadura,Garrovillas de Alconétar,Cáceres,Extremadura
10083,garvin,caceres,extremadura,Garvín,Cáceres,Extremadura
10084,gata,caceres,extremadura,Gata,Cáceres,Extremadura
10085,el-gordo,caceres,extremadura,El Gordo,Cáceres,Extremadura
10086,la-granja,caceres,extremadura,La Granja,Cáceres,Extremadura
10087,guadalupe,caceres,extremadura,Guadalupe,Cáceres,Extremadura
10088,guijo-de-coria,caceres,extremadura,Guijo de Coria,Cáceres,Extremadura
10089,guijo-de-galisteo,caceres,extremadura,Guijo de Galisteo,Cáceres,Extremadura
10090,guijo-de-granadilla,caceres,extremadura,Guijo de Granadilla,Cáceres,Extremadura
10091,guijo-de-santa-barbara,caceres,extremadura,Guijo de Santa Bárbara,Cáceres,Extremadura
10092,herguijuela,caceres,extremadura,Herguijuela,Cáceres,Extremadura
10093,hernan-perez,caceres,extremadura,Hernán-Pérez,Cáceres,Extremadura
10094,herrera-de-alcantara,caceres,extremadura,Herrera de Alcántara,Cáceres,Extremadura
10095,herreruela,caceres,extremadura,Herreruela,Cáceres,Extremadura
10096,hervas,caceres,extremadura,Hervás,Cáceres,Extremadura
10097,higuera,caceres,extremadura,Higuera,Cáceres,Extremadura
10098,hinojal,caceres,extremadura,Hinojal,Cáceres,Extremadura
10099,holguera,caceres,extremadura,Holguera,Cáceres,Extremadura
10100,hoyos,caceres,extremadura,Hoyos,Cáceres,Extremadura
10101,huelaga,caceres,extremadura,Huélaga,Cáceres,Extremadura
10102,ibahernando,caceres,extremadura,Ibahernando,Cáceres,Extremadura
10103,jaraicejo,caceres,extremadura,Jaraicejo,Cáceres,Extremadura
10104,jaraiz-de-la-vera,caceres,extremadura,Jaraíz de la Vera,Cáceres,Extremadura
10105,jarandilla-de-la-vera,caceres,extremadura,Jarandilla de la Vera,Cáceres,Extremadura
10106,jarilla,caceres,extremadura,Jarilla,Cáceres,Extremadura
10107,jerte,caceres,extremadura,Jerte,Cáceres,Extremadura
10108,ladrillar,caceres,extremadura,Ladrillar,Cáceres,Extremadura
10109,logrosan,caceres,extremadura,Logrosán,Cáceres,Extremadura
10110,losar-de-la-vera,caceres,extremadura,Losar de la Vera,Cáceres,Extremadura
10111,madrigal-de-la-vera,caceres,extremadura,Madrigal de la Vera,Cáceres,Extremadura
10112,madrigalejo,caceres,extremadura,Madrigalejo,Cáceres,Extremadura
10113,madronera,caceres,extremadura,Madroñera,Cáceres,Extremadura
10114,majadas,caceres,extremadura,Majadas,Cáceres,Extremadura
10115,malpartida-de-caceres,caceres,extremadura,Malpartida de Cáceres,Cáceres,Extremadura
10116,malpartida-de-plasencia,caceres,extremadura,Malpartida de Plasencia,Cáceres,Extremadura
10117,marchagaz,caceres,extremadura,Marchagaz,Cáceres,Extremadura
10118,mata-de-alcantara,caceres,extremadura,Mata de Alcántara,Cáceres,Extremadura
10119,membrio,caceres,extremadura,Membrío,Cáceres,Extremadura
10120,mesas-de-ibor,caceres,extremadura,Mesas de Ibor,Cáceres,Extremadura
10121,miajadas,caceres,extremadura,Miajadas,Cáceres,Extremadura
10122,millanes,caceres,extremadura,Millanes,Cáceres,Extremadura
10123,mirabel,caceres,extremadura,Mirabel,Cáceres,Extremadura
10124,mohedas-de-granadilla,caceres,extremadura,Mohedas de Granadilla,Cáceres,Extremadura
10125,monroy,caceres,extremadura,Monroy,Cáceres,Extremadura
10126,montanchez,caceres,extremadura,Montánchez,Cáceres,Extremadura
10127,montehermoso,caceres,extremadura,Montehermoso,Cáceres,Extremadura
10128,moraleja,caceres,extremadura,Moraleja,Cáceres,Extremadura
10129,morcillo,caceres,extremadura,Morcillo,Cáceres,Extremadura
10130,navaconcejo,caceres,extremadura,Navaconcejo,Cáceres,Extremadura
10131,navalmoral-de-la-mata,caceres,extremadura,Navalmoral de la Mata,Cáceres,Extremadura
10132,navalvillar-de-ibor,caceres,extremadura,Navalvillar de Ibor,Cáceres,Extremadura
10133,navas-del-madrono,caceres,extremadura,Navas del Madroño,Cáceres,Extremadura
10134,navezuelas,caceres,extremadura,Navezuelas,Cáceres,Extremadura
10135,nunomoral,caceres,extremadura,Nuñomoral,Cáceres,Extremadura
10136,oliva-de-plasencia,caceres,extremadura,Oliva de Plasencia,Cáceres,Extremadura
10137,palomero,caceres,extremadura,Palomero,Cáceres,Extremadura
10138,pasaron-de-la-vera,caceres,extremadura,Pasarón de la Vera,Cáceres,Extremadura
10139,pedroso-de-acim,caceres,extremadura,Pedroso de Acim,Cáceres,Extremadura
10140,peraleda-de-la-mata,caceres,extremadura,Peraleda de la Mata,Cáceres,Extremadura
10141,peraleda-de-san-roman,caceres,extremadura,Peraleda de San Román,Cáceres,Extremadura
10142,perales-del-puerto,caceres,extremadura,Perales del Puerto,Cáceres,Extremadura
10143,pescueza,caceres,extremadura,Pescueza,Cáceres,Extremadura
10144,la-pesga,caceres,extremadura,La Pesga,Cáceres,Extremadura
10145,piedras-albas,caceres,extremadura,Piedras Albas,Cáceres,Extremadura
10146,pinofranqueado,caceres,extremadura,Pinofranqueado,Cáceres,Extremadura
10147,piornal,caceres,extremadura,Piornal,Cáceres,Extremadura
10148,plasencia,caceres,extremadura,Plasencia,Cáceres,Extremadura
10149,plasenzuela,caceres,extremadura,Plasenzuela,Cáceres,Extremadura
10150,portaje,caceres,extremadura,Portaje,Cáceres,Extremadura
10151,portezuelo,caceres,extremadura,Portezuelo,Cáceres,Extremadura
10152,pozuelo-de-zarzon,caceres,extremadura,Pozuelo de Zarzón,Cáceres,Extremadura
10905,pueblonuevo-de-miramontes,caceres,extremadura,Pueblonuevo de Miramontes,Cáceres,Extremadura
10153,puerto-de-santa-cruz,caceres,extremadura,Puerto de Santa Cruz,Cáceres,Extremadura
10154,rebollar,caceres,extremadura,Rebollar,Cáceres,Extremadura
10155,riolobos,caceres,extremadura,Riolobos,Cáceres,Extremadura
10156,robledillo-de-gata,caceres,extremadura,Robledillo de Gata,Cáceres,Extremadura
10157,robledillo-de-la-vera,caceres,extremadura,Robledillo de la Vera,Cáceres,Extremadura
10158,robledillo-de-trujillo,caceres,extremadura,Robledillo de Trujillo,Cáceres,Extremadura
10159,robledollano,caceres,extremadura,Robledollano,Cáceres,Extremadura
10160,romangordo,caceres,extremadura,Romangordo,Cáceres,Extremadura
10901,rosalejo,caceres,extremadura,Rosalejo,Cáceres,Extremadura
10161,ruanes,caceres,extremadura,Ruanes,Cáceres,Extremadura
10162,salorino,caceres,extremadura,Salorino,Cáceres,Extremadura
10163,salvatierra-de-santiago,caceres,extremadura,Salvatierra de Santiago,Cáceres,Extremadura
10164,san-martin-de-trevejo,caceres,extremadura,San Martín de Trevejo,Cáceres,Extremadura
10165,santa-ana,caceres,extremadura,Santa Ana,Cáceres,Extremadura
10166,santa-cruz-de-la-sierra,caceres,extremadura,Santa Cruz de la Sierra,Cáceres,Extremadura
10167,santa-cruz-de-paniagua,caceres,extremadura,Santa Cruz de Paniagua,Cáceres,Extremadura
10168,santa-marta-de-magasca,caceres,extremadura,Santa Marta de Magasca,Cáceres,Extremadura
10169,santiago-de-alcantara,caceres,extremadura,Santiago de Alcántara,Cáceres,Extremadura
10170,santiago-del-campo,caceres,extremadura,Santiago del Campo,Cáceres,Extremadura
10171,santibanez-el-alto,caceres,extremadura,Santibáñez el Alto,Cáceres,Extremadura
10172,santibanez-el-bajo,caceres,extremadura,Santibáñez el Bajo,Cáceres,Extremadura
10173,saucedilla,caceres,extremadura,Saucedilla,Cáceres,Extremadura
10174,segura-de-toro,caceres,extremadura,Segura de Toro,Cáceres,Extremadura
10175,serradilla,caceres,extremadura,Serradilla,Cáceres,Extremadura
10176,serrejon,caceres,extremadura,Serrejón,Cáceres,Extremadura
10177,sierra-de-fuentes,caceres,extremadura,Sierra de Fuentes,Cáceres,Extremadura
10178,talavan,caceres,extremadura,Talaván,Cáceres,Extremadura
10179,talaveruela-de-la-vera,caceres,extremadura,Talaveruela de la Vera,Cáceres,Extremadura
10180,talayuela,caceres,extremadura,Talayuela,Cáceres,Extremadura
10181,tejeda-de-tietar,caceres,extremadura,Tejeda de Tiétar,Cáceres,Extremadura
10904,tietar,caceres,extremadura,Tiétar,Cáceres,Extremadura
10182,toril,caceres,extremadura,Toril,Cáceres,Extremadura
10183,tornavacas,caceres,extremadura,Tornavacas,Cáceres,Extremadura
10184,el-torno,caceres,extremadura,El Torno,Cáceres,Extremadura
10187,torre-de-don-miguel,caceres,extremadura,Torre de Don Miguel,Cáceres,Extremadura
10188,torre-de-santa-maria,caceres,extremadura,Torre de Santa María,Cáceres,Extremadura
10185,torrecilla-de-los-angeles,caceres,extremadura,Torrecilla de los Ángeles,Cáceres,Extremadura
10186,torrecillas-de-la-tiesa,caceres,extremadura,Torrecillas de la Tiesa,Cáceres,Extremadura
10190,torrejon-el-rubio,caceres,extremadura,Torrejón el Rubio,Cáceres,Extremadura
10189,torrejoncillo,caceres,extremadura,Torrejoncillo,Cáceres,Extremadura
10191,torremenga,caceres,extremadura,Torremenga,Cáceres,Extremadura
10192,torremocha,caceres,extremadura,Torremocha,Cáceres,Extremadura
10193,torreorgaz,caceres,extremadura,Torreorgaz,Cáceres,Extremadura
10194,torrequemada,caceres,extremadura,Torrequemada,Cáceres,Extremadura
10195,trujillo,caceres,extremadura,Trujillo,Cáceres,Extremadura
10196,valdastillas,caceres,extremadura,Valdastillas,Cáceres,Extremadura
10197,valdecanas-de-tajo,caceres,extremadura,Valdecañas de Tajo,Cáceres,Extremadura
10198,valdefuentes,caceres,extremadura,Valdefuentes,Cáceres,Extremadura
10199,valdehuncar,caceres,extremadura,Valdehúncar,Cáceres,Extremadura
10200,valdelacasa-de-tajo,caceres,extremadura,Valdelacasa de Tajo,Cáceres,Extremadura
10201,valdemorales,caceres,extremadura,Valdemorales,Cáceres,Extremadura
10202,valdeobispo,caceres,extremadura,Valdeobispo,Cáceres,Extremadura
10203,valencia-de-alcantara,caceres,extremadura,Valencia de Alcántara,Cáceres,Extremadura
10204,valverde-de-la-vera,caceres,extremadura,Valverde de la Vera,Cáceres,Extremadura
10205,valverde-del-fresno,caceres,extremadura,Valverde del Fresno,Cáceres,Extremadura
10902,vegaviana,caceres,extremadura,Vegaviana,Cáceres,Extremadura
10206,viandar-de-la-vera,caceres,extremadura,Viandar de la Vera,Cáceres,Extremadura
10207,villa-del-campo,caceres,extremadura,Villa del Campo,Cáceres,Extremadura
10208,villa-del-rey,caceres,extremadura,Villa del Rey,Cáceres,Extremadura
10209,villamesias,caceres,extremadura,Villamesías,Cáceres,Extremadura
10210,villamiel,caceres,extremadura,Villamiel,Cáceres,Extremadura
10211,villanueva-de-la-sierra,caceres,extremadura,Villanueva de la Sierra,Cáceres,Extremadura
10212,villanueva-de-la-vera,caceres,extremadura,Villanueva de la Vera,Cáceres,Extremadura
10214,villar-de-plasencia,caceres,extremadura,Villar de Plasencia,Cáceres,Extremadura
10213,villar-del-pedroso,caceres,extremadura,Villar del Pedroso,Cáceres,Extremadura
10215,villasbuenas-de-gata,caceres,extremadura,Villasbuenas de Gata,Cáceres,Extremadura
10216,zarza-de-granadilla,caceres,extremadura,Zarza de Granadilla,Cáceres,Extremadura
10217,zarza-de-montanchez,caceres,extremadura,Zarza de Montánchez,Cáceres,Extremadura
10218,zarza-la-mayor,caceres,extremadura,Zarza la Mayor,Cáceres,Extremadura
10219,zorita,caceres,extremadura,Zorita,Cáceres,Extremadura
11001,alcala-de-los-gazules,cadiz,andalucia,Alcalá de los Gazules,Cádiz,Andalucía
11002,alcala-del-valle,cadiz,andalucia,Alcalá del Valle,Cádiz,Andalucía
11003,algar,cadiz,andalucia,Algar,Cádiz,Andalucía
11004,algeciras,cadiz,andalucia,Algeciras,Cádiz,Andalucía
11005,algodonales,cadiz,andalucia,Algodonales,Cádiz,Andalucía
11006,arcos-de-la-frontera,cadiz,andalucia,Arcos de la Frontera,Cádiz,Andalucía
11007,barbate,cadiz,andalucia,Barbate,Cádiz,Andalucía
11008,los-barrios,cadiz,andalucia,Los Barrios,Cádiz,Andalucía
11901,benalup-casas-viejas,cadiz,andalucia,Benalup-Casas Viejas,Cádiz,Andalucía
11009,benaocaz,cadiz,andalucia,Benaocaz,Cádiz,Andalucía
11010,bornos,cadiz,andalucia,Bornos,Cádiz,Andalucía
11011,el-bosque,cadiz,andalucia,El Bosque,Cádiz,Andalucía
11012,cadiz,cadiz,andalucia,Cádiz,Cádiz,Andalucía
11013,castellar-de-la-frontera,cadiz,andalucia,Castellar de la Frontera,Cádiz,Andalucía
11015,chiclana-de-la-frontera,cadiz,andalucia,Chiclana de la Frontera,Cádiz,Andalucía
11016,chipiona,cadiz,andalucia,Chipiona,Cádiz,Andalucía
11014,conil-de-la-frontera,cadiz,andalucia,Conil de la Frontera,Cádiz,Andalucía
11017,espera,cadiz,andalucia,Espera,Cádiz,Andalucía
11018,el-gastor,cadiz,andalucia,El Gastor,Cádiz,Andalucía
11019,grazalema,cadiz,andalucia,Grazalema,Cádiz,Andalucía
11020,jerez-de-la-frontera,cadiz,andalucia,Jerez de la Frontera,Cádiz,Andalucía
11021,jimena-de-la-frontera,cadiz,andalucia,Jimena de la Frontera,Cádiz,Andalucía
11022,la-linea-de-la-concepcion,cadiz,andalucia,La Línea de la Concepción,Cádiz,Andalucía
11023,medina-sidonia,cadiz,andalucia,Medina Sidonia,Cádiz,Andalucía
11024,olvera,cadiz,andalucia,Olvera,Cádiz,Andalucía
11025,paterna-de-rivera,cadiz,andalucia,Paterna de Rivera,Cádiz,Andalucía
11026,prado-del-rey,cadiz,andalucia,Prado del Rey,Cádiz,Andalucía
11027,el-puerto-de-santa-maria,cadiz,andalucia,El Puerto de Santa María,Cádiz,Andalucía
11028,puerto-real,cadiz,andalucia,Puerto Real,Cádiz,Andalucía
11029,puerto-serrano,cadiz,andalucia,Puerto Serrano,Cádiz,Andalucía
11030,rota,cadiz,andalucia,Rota,Cádiz,Andalucía
11031,san-fernando,cadiz,andalucia,San Fernando,Cádiz,Andalucía
11902,san-jose-del-valle,cadiz,andalucia,San José del Valle,Cádiz,Andalucía
11903,san-martin-del-tesorillo,cadiz,andalucia,San Martín del Tesorillo,Cádiz,Andalucía
11033,san-roque,cadiz,andalucia,San Roque,Cádiz,Andalucía
11032,sanlucar-de-barrameda,cadiz,andalucia,Sanlúcar de Barrameda,Cádiz,Andalucía
11034,setenil-de-las-bodegas,cadiz,andalucia,Setenil de las Bodegas,Cádiz,Andalucía
11035,tarifa,cadiz,andalucia,Tarifa,Cádiz,Andalucía
11036,torre-alhaquime,cadiz,andalucia,Torre Alháquime,Cádiz,Andalucía
11037,trebujena,cadiz,andalucia,Trebujena,Cádiz,Andalucía
11038,ubrique,cadiz,andalucia,Ubrique,Cádiz,Andalucía
11039,vejer-de-la-frontera,cadiz,andalucia,Vejer de la Frontera,Cádiz,Andalucía
11040,villaluenga-del-rosario,cadiz,andalucia,Villaluenga del Rosario,Cádiz,Andalucía
11041,villamartin,cadiz,andalucia,Villamartín,Cádiz,Andalucía
11042,zahara,cadiz,andalucia,Zahara,Cádiz,Andalucía
39001,alfoz-de-lloredo,cantabria,cantabria,Alfoz de Lloredo,Cantabria,Cantabria
39002,ampuero,cantabria,cantabria,Ampuero,Cantabria,Cantabria
39003,anievas,cantabria,cantabria,Anievas,Cantabria,Cantabria
39004,arenas-de-iguna,cantabria,cantabria,Arenas de Iguña,Cantabria,Cantabria
39005,argonos,cantabria,cantabria,Argoños,Cantabria,Cantabria
39006,arnuero,cantabria,cantabria,Arnuero,Cantabria,Cantabria
39007,arredondo,cantabria,cantabria,Arredondo,Cantabria,Cantabria
39008,el-astillero,cantabria,cantabria,El Astillero,Cantabria,Cantabria
39009,barcena-de-cicero,cantabria,cantabria,Bárcena de Cicero,Cantabria,Cantabria
39010,barcena-de-pie-de-concha,cantabria,cantabria,Bárcena de Pie de Concha,Cantabria,Cantabria
39011,bareyo,cantabria,cantabria,Bareyo,Cantabria,Cantabria
39012,cabezon-de-la-sal,cantabria,cantabria,Cabezón de la Sal,Cantabria,Cantabria
39013,cabezon-de-liebana,cantabria,cantabria,Cabezón de Liébana,Cantabria,Cantabria
39014,cabuerniga,cantabria,cantabria,Cabuérniga,Cantabria,Cantabria
39015,camaleno,cantabria,cantabria,Camaleño,Cantabria,Cantabria
39016,camargo,cantabria,cantabria,Camargo,Cantabria,Cantabria
39027,campoo-de-enmedio,cantabria,cantabria,Campoo de Enmedio,Cantabria,Cantabria
39017,campoo-de-yuso,cantabria,cantabria,Campoo de Yuso,Cantabria,Cantabria
39018,cartes,cantabria,cantabria,Cartes,Cantabria,Cantabria
39019,castaneda,cantabria,cantabria,Castañeda,Cantabria,Cantabria
39020,castro-urdiales,cantabria,cantabria,Castro-Urdiales,Cantabria,Cantabria
39021,cieza,cantabria,cantabria,Cieza,Cantabria,Cantabria
39022,cillorigo-de-liebana,cantabria,cantabria,Cillorigo de Liébana,Cantabria,Cantabria
39023,colindres,cantabria,cantabria,Colindres,Cantabria,Cantabria
39024,comillas,cantabria,cantabria,Comillas,Cantabria,Cantabria
47056,corrales-de-duero,valladolid,castilla-y-leon,Corrales de Duero,Valladolid,Castilla y León
39026,corvera-de-toranzo,cantabria,cantabria,Corvera de Toranzo,Cantabria,Cantabria
39028,entrambasaguas,cantabria,cantabria,Entrambasaguas,Cantabria,Cantabria
39029,escalante,cantabria,cantabria,Escalante,Cantabria,Cantabria
39030,guriezo,cantabria,cantabria,Guriezo,Cantabria,Cantabria
39031,hazas-de-cesto,cantabria,cantabria,Hazas de Cesto,Cantabria,Cantabria
39032,hermandad-de-campoo-de-suso,cantabria,cantabria,Hermandad de Campoo de Suso,Cantabria,Cantabria
39033,herrerias,cantabria,cantabria,Herrerías,Cantabria,Cantabria
39034,lamason,cantabria,cantabria,Lamasón,Cantabria,Cantabria
39035,laredo,cantabria,cantabria,Laredo,Cantabria,Cantabria
39036,liendo,cantabria,cantabria,Liendo,Cantabria,Cantabria
39037,lierganes,cantabria,cantabria,Liérganes,Cantabria,Cantabria
39038,limpias,cantabria,cantabria,Limpias,Cantabria,Cantabria
